"SEX","GEO","TIME","AGE","UNIT","ISCED11","Value"
"T","UK","2011","Y15-64","PC","ED0-2","23.8"
"T","UK","2011","Y15-64","PC","ED3-8","76.2"
"T","UK","2011","Y15-64","PC","ED3_4","43.0"
"T","UK","2011","Y15-64","PC","ED5-8","33.2"
"T","UK","2012","Y15-64","PC","ED0-2","22.2"
"T","UK","2012","Y15-64","PC","ED3-8","77.8"
"T","UK","2012","Y15-64","PC","ED3_4","43.1"
"T","UK","2012","Y15-64","PC","ED5-8","34.6"
"T","UK","2013","Y15-64","PC","ED0-2","21.7"
"T","UK","2013","Y15-64","PC","ED3-8","78.3"
"T","UK","2013","Y15-64","PC","ED3_4","42.7"
"T","UK","2013","Y15-64","PC","ED5-8","35.6"
"T","UK","2014","Y15-64","PC","ED0-2","20.9"
"T","UK","2014","Y15-64","PC","ED3-8","79.1"
"T","UK","2014","Y15-64","PC","ED3_4","42.5"
"T","UK","2014","Y15-64","PC","ED5-8","36.6"
"T","UK","2015","Y15-64","PC","ED0-2","20.3"
"T","UK","2015","Y15-64","PC","ED3-8","79.7"
"T","UK","2015","Y15-64","PC","ED3_4","42.1"
"T","UK","2015","Y15-64","PC","ED5-8","37.6"
