"frameworkContract" "country1" "country2" "nbLink"
"720" "FP7" "HR" "IE" 29
"721" "FP7" "HR" "IT" 214
"722" "FP7" "HR" "LT" 16
"723" "FP7" "HR" "LU" 12
"724" "FP7" "HR" "LV" 20
"725" "FP7" "HR" "MT" 15
"726" "FP7" "HR" "NL" 113
"727" "FP7" "HR" "Others" 506
"728" "FP7" "HR" "PL" 70
"729" "FP7" "HR" "PT" 92
"730" "FP7" "HR" "RO" 88
"731" "FP7" "HR" "SE" 93
"732" "FP7" "HR" "SI" 99
"733" "FP7" "HR" "SK" 23
"734" "FP7" "HR" "UK" 226
"735" "FP7" "HU" "HU" 1251
"736" "FP7" "HU" "IE" 126
"737" "FP7" "HU" "IT" 859
"738" "FP7" "HU" "LT" 53
"739" "FP7" "HU" "LU" 27
"740" "FP7" "HU" "LV" 63
"741" "FP7" "HU" "MT" 29
"742" "FP7" "HU" "NL" 525
"743" "FP7" "HU" "Others" 1236
"744" "FP7" "HU" "PL" 228
"745" "FP7" "HU" "PT" 191
"746" "FP7" "HU" "RO" 205
"747" "FP7" "HU" "SE" 344
"748" "FP7" "HU" "SI" 114
"749" "FP7" "HU" "SK" 124
"750" "FP7" "HU" "UK" 926
"751" "FP7" "IE" "IE" 747
"752" "FP7" "IE" "IT" 959
"753" "FP7" "IE" "LT" 36
"754" "FP7" "IE" "LU" 33
"755" "FP7" "IE" "LV" 35
"756" "FP7" "IE" "MT" 22
"757" "FP7" "IE" "NL" 720
"758" "FP7" "IE" "Others" 1412
"759" "FP7" "IE" "PL" 237
"760" "FP7" "IE" "PT" 307
"761" "FP7" "IE" "RO" 103
"762" "FP7" "IE" "SE" 439
"763" "FP7" "IE" "SI" 117
"764" "FP7" "IE" "SK" 51
"765" "FP7" "IE" "UK" 1467
"766" "FP7" "IT" "IT" 12073
"767" "FP7" "IT" "LT" 207
"768" "FP7" "IT" "LU" 118
"769" "FP7" "IT" "LV" 192
"770" "FP7" "IT" "MT" 91
"771" "FP7" "IT" "NL" 3941
"772" "FP7" "IT" "Others" 8577
"773" "FP7" "IT" "PL" 1370
"774" "FP7" "IT" "PT" 1617
"775" "FP7" "IT" "RO" 823
"776" "FP7" "IT" "SE" 2582
"777" "FP7" "IT" "SI" 589
"778" "FP7" "IT" "SK" 260
"779" "FP7" "IT" "UK" 7749
"780" "FP7" "LT" "LT" 255
"781" "FP7" "LT" "LU" 11
"782" "FP7" "LT" "LV" 33
"783" "FP7" "LT" "MT" 8
"784" "FP7" "LT" "NL" 141
"785" "FP7" "LT" "Others" 336
"786" "FP7" "LT" "PL" 81
"787" "FP7" "LT" "PT" 46
"788" "FP7" "LT" "RO" 46
"789" "FP7" "LT" "SE" 102
"790" "FP7" "LT" "SI" 44
"791" "FP7" "LT" "SK" 22
"792" "FP7" "LT" "UK" 254
"793" "FP7" "LU" "LU" 36
"794" "FP7" "LU" "LV" 13
"795" "FP7" "LU" "MT" 4
"796" "FP7" "LU" "NL" 110
"797" "FP7" "LU" "Others" 214
"798" "FP7" "LU" "PL" 25
"799" "FP7" "LU" "PT" 45
"800" "FP7" "LU" "RO" 22
"801" "FP7" "LU" "SE" 52
"802" "FP7" "LU" "SI" 27
"803" "FP7" "LU" "SK" 22
"804" "FP7" "LU" "UK" 147
"805" "FP7" "LV" "LV" 352
"806" "FP7" "LV" "MT" 22
"807" "FP7" "LV" "NL" 105
"808" "FP7" "LV" "Others" 273
"809" "FP7" "LV" "PL" 48
"810" "FP7" "LV" "PT" 50
"811" "FP7" "LV" "RO" 48
"812" "FP7" "LV" "SE" 103
"813" "FP7" "LV" "SI" 28
"814" "FP7" "LV" "SK" 23
"815" "FP7" "LV" "UK" 131
"816" "FP7" "MT" "MT" 53
"817" "FP7" "MT" "NL" 76
"818" "FP7" "MT" "Others" 340
"819" "FP7" "MT" "PL" 51
"820" "FP7" "MT" "PT" 57
"821" "FP7" "MT" "RO" 32
"822" "FP7" "MT" "SE" 57
"823" "FP7" "MT" "SI" 24
"824" "FP7" "MT" "SK" 23
"825" "FP7" "MT" "UK" 165
"826" "FP7" "NL" "NL" 5680
"827" "FP7" "NL" "Others" 5825
"828" "FP7" "NL" "PL" 830
"829" "FP7" "NL" "PT" 818
"830" "FP7" "NL" "RO" 416
"831" "FP7" "NL" "SE" 1981
"832" "FP7" "NL" "SI" 392
"833" "FP7" "NL" "SK" 160
"834" "FP7" "NL" "UK" 5839
"835" "FP7" "Others" "Others" 25429
"836" "FP7" "PL" "Others" 1664
"837" "FP7" "PL" "PL" 896
"838" "FP7" "PL" "PT" 289
"839" "FP7" "PL" "RO" 203
"840" "FP7" "PL" "SE" 521
"841" "FP7" "PL" "SI" 157
"842" "FP7" "PL" "SK" 103
"843" "FP7" "PL" "UK" 1604
"844" "FP7" "PT" "Others" 1709
"845" "FP7" "PT" "PT" 1139
"846" "FP7" "PT" "RO" 204
"847" "FP7" "PT" "SE" 423
"848" "FP7" "PT" "SI" 151
"849" "FP7" "PT" "SK" 43
"850" "FP7" "PT" "UK" 1293
"851" "FP7" "RO" "Others" 1244
"852" "FP7" "RO" "RO" 378
"853" "FP7" "RO" "SE" 291
"854" "FP7" "RO" "SI" 115
"855" "FP7" "RO" "SK" 69
"856" "FP7" "RO" "UK" 695
"857" "FP7" "SE" "Others" 3153
"858" "FP7" "SE" "SE" 2704
"859" "FP7" "SE" "SI" 223
"860" "FP7" "SE" "SK" 94
"861" "FP7" "SE" "UK" 3272
"862" "FP7" "SI" "Others" 658
"863" "FP7" "SI" "SI" 299
"864" "FP7" "SI" "SK" 41
"865" "FP7" "SI" "UK" 521
"866" "FP7" "SK" "Others" 389
"867" "FP7" "SK" "SK" 150
"868" "FP7" "SK" "UK" 328
"869" "FP7" "UK" "Others" 11383
"870" "FP7" "UK" "UK" 14580
"871" "H2020" "AT" "AT" 703
"872" "H2020" "AT" "BE" 338
"873" "H2020" "AT" "BG" 47
"874" "H2020" "AT" "CY" 27
"875" "H2020" "AT" "CZ" 108
"876" "H2020" "AT" "DE" 1361
"877" "H2020" "AT" "DK" 135
"878" "H2020" "AT" "EE" 34
"879" "H2020" "AT" "EL" 169
"880" "H2020" "AT" "ES" 696
"881" "H2020" "AT" "FI" 206
"882" "H2020" "AT" "FR" 555
"883" "H2020" "AT" "HR" 54
"884" "H2020" "AT" "HU" 80
"885" "H2020" "AT" "IE" 87
"886" "H2020" "AT" "IT" 610
"887" "H2020" "AT" "LT" 32
"888" "H2020" "AT" "LU" 17
"889" "H2020" "AT" "LV" 36
"890" "H2020" "AT" "MT" 8
"891" "H2020" "AT" "NL" 509
"892" "H2020" "AT" "Others" 639
"893" "H2020" "AT" "PL" 114
"894" "H2020" "AT" "PT" 222
"895" "H2020" "AT" "RO" 123
"896" "H2020" "AT" "SE" 228
"897" "H2020" "AT" "SI" 100
"898" "H2020" "AT" "SK" 61
"899" "H2020" "AT" "UK" 607
"900" "H2020" "BE" "BE" 875
"901" "H2020" "BE" "BG" 70
"902" "H2020" "BE" "CY" 34
"903" "H2020" "BE" "CZ" 112
"904" "H2020" "BE" "DE" 1296
"905" "H2020" "BE" "DK" 200
"906" "H2020" "BE" "EE" 39
"907" "H2020" "BE" "EL" 273
"908" "H2020" "BE" "ES" 940
"909" "H2020" "BE" "FI" 239
"910" "H2020" "BE" "FR" 982
"911" "H2020" "BE" "HR" 66
"912" "H2020" "BE" "HU" 110
"913" "H2020" "BE" "IE" 150
"914" "H2020" "BE" "IT" 878
"915" "H2020" "BE" "LT" 43
"916" "H2020" "BE" "LU" 50
"917" "H2020" "BE" "LV" 50
"918" "H2020" "BE" "MT" 8
"919" "H2020" "BE" "NL" 807
"920" "H2020" "BE" "Others" 959
"921" "H2020" "BE" "PL" 188
"922" "H2020" "BE" "PT" 274
"923" "H2020" "BE" "RO" 169
"924" "H2020" "BE" "SE" 291
"925" "H2020" "BE" "SI" 120
"926" "H2020" "BE" "SK" 58
"927" "H2020" "BE" "UK" 1031
"928" "H2020" "BG" "BG" 200
"929" "H2020" "BG" "CY" 18
"930" "H2020" "BG" "CZ" 45
"931" "H2020" "BG" "DE" 158
"932" "H2020" "BG" "DK" 30
"933" "H2020" "BG" "EE" 23
"934" "H2020" "BG" "EL" 42
"935" "H2020" "BG" "ES" 152
"936" "H2020" "BG" "FI" 40
"937" "H2020" "BG" "FR" 98
"938" "H2020" "BG" "HR" 19
"939" "H2020" "BG" "HU" 38
"940" "H2020" "BG" "IE" 24
"941" "H2020" "BG" "IT" 117
"942" "H2020" "BG" "LT" 15
"943" "H2020" "BG" "LU" 5
"944" "H2020" "BG" "LV" 16
"945" "H2020" "BG" "MT" 7
"946" "H2020" "BG" "NL" 67
"947" "H2020" "BG" "Others" 118
"948" "H2020" "BG" "PL" 41
"949" "H2020" "BG" "PT" 38
"950" "H2020" "BG" "RO" 35
"951" "H2020" "BG" "SE" 49
"952" "H2020" "BG" "SI" 16
"953" "H2020" "BG" "SK" 15
"954" "H2020" "BG" "UK" 132
"955" "H2020" "CY" "CY" 53
"956" "H2020" "CY" "CZ" 16
"957" "H2020" "CY" "DE" 62
"958" "H2020" "CY" "DK" 16
"959" "H2020" "CY" "EE" 4
"960" "H2020" "CY" "EL" 57
"961" "H2020" "CY" "ES" 107
"962" "H2020" "CY" "FI" 11
"963" "H2020" "CY" "FR" 53
"964" "H2020" "CY" "HR" 18
"965" "H2020" "CY" "HU" 12
"966" "H2020" "CY" "IE" 17
"967" "H2020" "CY" "IT" 91
"968" "H2020" "CY" "LT" 6
"969" "H2020" "CY" "LU" 8
"970" "H2020" "CY" "LV" 12
"971" "H2020" "CY" "MT" 7
"972" "H2020" "CY" "NL" 44
"973" "H2020" "CY" "Others" 124
"974" "H2020" "CY" "PL" 34
"975" "H2020" "CY" "PT" 49
"976" "H2020" "CY" "RO" 25
"977" "H2020" "CY" "SE" 30
"978" "H2020" "CY" "SI" 16
"979" "H2020" "CY" "SK" 16
"980" "H2020" "CY" "UK" 89
"981" "H2020" "CZ" "CZ" 101
"982" "H2020" "CZ" "DE" 345
"983" "H2020" "CZ" "DK" 62
"984" "H2020" "CZ" "EE" 10
"985" "H2020" "CZ" "EL" 75
"986" "H2020" "CZ" "ES" 236
"987" "H2020" "CZ" "FI" 77
"988" "H2020" "CZ" "FR" 229
"989" "H2020" "CZ" "HR" 20
"990" "H2020" "CZ" "HU" 34
"991" "H2020" "CZ" "IE" 25
"992" "H2020" "CZ" "IT" 253
"993" "H2020" "CZ" "LT" 15
"994" "H2020" "CZ" "LU" 13
"995" "H2020" "CZ" "LV" 24
"996" "H2020" "CZ" "MT" 3
"997" "H2020" "CZ" "NL" 169
"998" "H2020" "CZ" "Others" 245
"999" "H2020" "CZ" "PL" 52
"1000" "H2020" "CZ" "PT" 68
"1001" "H2020" "CZ" "RO" 39
"1002" "H2020" "CZ" "SE" 93
"1003" "H2020" "CZ" "SI" 23
"1004" "H2020" "CZ" "SK" 29
"1005" "H2020" "CZ" "UK" 231
"1006" "H2020" "DE" "DE" 5188
"1007" "H2020" "DE" "DK" 573
"1008" "H2020" "DE" "EE" 89
"1009" "H2020" "DE" "EL" 759
"1010" "H2020" "DE" "ES" 2977
"1011" "H2020" "DE" "FI" 733
"1012" "H2020" "DE" "FR" 2899
"1013" "H2020" "DE" "HR" 108
"1014" "H2020" "DE" "HU" 297
"1015" "H2020" "DE" "IE" 378
"1016" "H2020" "DE" "IT" 2845
"1017" "H2020" "DE" "LT" 92
"1018" "H2020" "DE" "LU" 77
"1019" "H2020" "DE" "LV" 110
"1020" "H2020" "DE" "MT" 25
"1021" "H2020" "DE" "NL" 2149
"1022" "H2020" "DE" "Others" 2614
"1023" "H2020" "DE" "PL" 427
"1024" "H2020" "DE" "PT" 593
"1025" "H2020" "DE" "RO" 251
"1026" "H2020" "DE" "SE" 934
"1027" "H2020" "DE" "SI" 211
"1028" "H2020" "DE" "SK" 122
"1029" "H2020" "DE" "UK" 3025
"1030" "H2020" "DK" "DK" 410
"1031" "H2020" "DK" "EE" 71
"1032" "H2020" "DK" "EL" 137
"1033" "H2020" "DK" "ES" 401
"1034" "H2020" "DK" "FI" 134
"1035" "H2020" "DK" "FR" 338
"1036" "H2020" "DK" "HR" 30
"1037" "H2020" "DK" "HU" 53
"1038" "H2020" "DK" "IE" 80
"1039" "H2020" "DK" "IT" 343
"1040" "H2020" "DK" "LT" 13
"1041" "H2020" "DK" "LU" 11
"1042" "H2020" "DK" "LV" 37
"1043" "H2020" "DK" "MT" 12
"1044" "H2020" "DK" "NL" 351
"1045" "H2020" "DK" "Others" 424
"1046" "H2020" "DK" "PL" 96
"1047" "H2020" "DK" "PT" 149
"1048" "H2020" "DK" "RO" 38
"1049" "H2020" "DK" "SE" 202
"1050" "H2020" "DK" "SI" 48
"1051" "H2020" "DK" "SK" 25
"1052" "H2020" "DK" "UK" 495
"1053" "H2020" "EE" "EE" 80
"1054" "H2020" "EE" "EL" 42
"1055" "H2020" "EE" "ES" 154
"1056" "H2020" "EE" "FI" 41
"1057" "H2020" "EE" "FR" 98
"1058" "H2020" "EE" "HR" 22
"1059" "H2020" "EE" "HU" 23
"1060" "H2020" "EE" "IE" 27
"1061" "H2020" "EE" "IT" 139
"1062" "H2020" "EE" "LT" 14
"1063" "H2020" "EE" "LU" 10
"1064" "H2020" "EE" "LV" 29
"1065" "H2020" "EE" "MT" 6
"1066" "H2020" "EE" "NL" 105
"1067" "H2020" "EE" "Others" 199
"1068" "H2020" "EE" "PL" 38
"1069" "H2020" "EE" "PT" 47
"1070" "H2020" "EE" "RO" 35
"1071" "H2020" "EE" "SE" 47
"1072" "H2020" "EE" "SI" 27
"1073" "H2020" "EE" "SK" 16
"1074" "H2020" "EE" "UK" 119
"1075" "H2020" "EL" "EL" 624
"1076" "H2020" "EL" "ES" 764
"1077" "H2020" "EL" "FI" 111
"1078" "H2020" "EL" "FR" 520
"1079" "H2020" "EL" "HR" 43
"1080" "H2020" "EL" "HU" 66
"1081" "H2020" "EL" "IE" 98
"1082" "H2020" "EL" "IT" 791
"1083" "H2020" "EL" "LT" 26
"1084" "H2020" "EL" "LU" 38
"1085" "H2020" "EL" "LV" 34
"1086" "H2020" "EL" "MT" 11
"1087" "H2020" "EL" "NL" 340
"1088" "H2020" "EL" "Others" 716
"1089" "H2020" "EL" "PL" 104
"1090" "H2020" "EL" "PT" 200
"1091" "H2020" "EL" "RO" 83
"1092" "H2020" "EL" "SE" 187
"1093" "H2020" "EL" "SI" 73
"1094" "H2020" "EL" "SK" 30
"1095" "H2020" "EL" "UK" 779
"1096" "H2020" "ES" "ES" 3796
"1097" "H2020" "ES" "FI" 563
"1098" "H2020" "ES" "FR" 1872
"1099" "H2020" "ES" "HR" 88
"1100" "H2020" "ES" "HU" 203
"1101" "H2020" "ES" "IE" 285
"1102" "H2020" "ES" "IT" 2236
"1103" "H2020" "ES" "LT" 45
"1104" "H2020" "ES" "LU" 66
"1105" "H2020" "ES" "LV" 66
"1106" "H2020" "ES" "MT" 25
"1107" "H2020" "ES" "NL" 1183
"1108" "H2020" "ES" "Others" 1768
"1109" "H2020" "ES" "PL" 321
"1110" "H2020" "ES" "PT" 606
"1111" "H2020" "ES" "RO" 222
"1112" "H2020" "ES" "SE" 599
"1113" "H2020" "ES" "SI" 201
"1114" "H2020" "ES" "SK" 59
"1115" "H2020" "ES" "UK" 2273
"1116" "H2020" "FI" "FI" 419
"1117" "H2020" "FI" "FR" 371
"1118" "H2020" "FI" "HR" 26
"1119" "H2020" "FI" "HU" 53
"1120" "H2020" "FI" "IE" 65
"1121" "H2020" "FI" "IT" 393
"1122" "H2020" "FI" "LT" 20
"1123" "H2020" "FI" "LU" 15
"1124" "H2020" "FI" "LV" 31
"1125" "H2020" "FI" "MT" 10
"1126" "H2020" "FI" "NL" 331
"1127" "H2020" "FI" "Others" 429
"1128" "H2020" "FI" "PL" 85
"1129" "H2020" "FI" "PT" 129
"1130" "H2020" "FI" "RO" 58
"1131" "H2020" "FI" "SE" 220
"1132" "H2020" "FI" "SI" 57
"1133" "H2020" "FI" "SK" 24
"1134" "H2020" "FI" "UK" 440
"1135" "H2020" "FR" "FR" 2765
"1136" "H2020" "FR" "HR" 76
"1137" "H2020" "FR" "HU" 171
"1138" "H2020" "FR" "IE" 256
"1139" "H2020" "FR" "IT" 1712
"1140" "H2020" "FR" "LT" 50
"1141" "H2020" "FR" "LU" 68
"1142" "H2020" "FR" "LV" 55
"1143" "H2020" "FR" "MT" 21
"1144" "H2020" "FR" "NL" 1210
"1145" "H2020" "FR" "Others" 1862
"1146" "H2020" "FR" "PL" 275
"1147" "H2020" "FR" "PT" 471
"1148" "H2020" "FR" "RO" 165
"1149" "H2020" "FR" "SE" 576
"1150" "H2020" "FR" "SI" 122
"1151" "H2020" "FR" "SK" 64
"1152" "H2020" "FR" "UK" 1951
"1153" "H2020" "HR" "HR" 63
"1154" "H2020" "HR" "HU" 10
"1155" "H2020" "HR" "IE" 12
"1156" "H2020" "HR" "IT" 70
"1157" "H2020" "HR" "LT" 5
"1158" "H2020" "HR" "LU" 7
"1159" "H2020" "HR" "LV" 7
"1160" "H2020" "HR" "MT" 2
"1161" "H2020" "HR" "NL" 47
"1162" "H2020" "HR" "Others" 91
"1163" "H2020" "HR" "PL" 16
"1164" "H2020" "HR" "PT" 38
"1165" "H2020" "HR" "RO" 18
"1166" "H2020" "HR" "SE" 9
"1167" "H2020" "HR" "SI" 17
"1168" "H2020" "HR" "SK" 10
"1169" "H2020" "HR" "UK" 68
"1170" "H2020" "HU" "HU" 119
"1171" "H2020" "HU" "IE" 28
"1172" "H2020" "HU" "IT" 139
"1173" "H2020" "HU" "LT" 12
"1174" "H2020" "HU" "LU" 9
"1175" "H2020" "HU" "LV" 19
"1176" "H2020" "HU" "MT" 6
"1177" "H2020" "HU" "NL" 119
"1178" "H2020" "HU" "Others" 201
"1179" "H2020" "HU" "PL" 49
"1180" "H2020" "HU" "PT" 53
"1181" "H2020" "HU" "RO" 37
"1182" "H2020" "HU" "SE" 53
"1183" "H2020" "HU" "SI" 34
"1184" "H2020" "HU" "SK" 18
"1185" "H2020" "HU" "UK" 149
"1186" "H2020" "IE" "IE" 236
"1187" "H2020" "IE" "IT" 335
"1188" "H2020" "IE" "LT" 13
"1189" "H2020" "IE" "LU" 7
"1190" "H2020" "IE" "LV" 24
"1191" "H2020" "IE" "MT" 5
"1192" "H2020" "IE" "NL" 267
"1193" "H2020" "IE" "Others" 348
"1194" "H2020" "IE" "PL" 67
"1195" "H2020" "IE" "PT" 116
"1196" "H2020" "IE" "RO" 52
"1197" "H2020" "IE" "SE" 88
"1198" "H2020" "IE" "SI" 32
"1199" "H2020" "IE" "SK" 22
"1200" "H2020" "IE" "UK" 502
"1201" "H2020" "IT" "IT" 3341
"1202" "H2020" "IT" "LT" 63
"1203" "H2020" "IT" "LU" 68
"1204" "H2020" "IT" "LV" 72
"1205" "H2020" "IT" "MT" 33
"1206" "H2020" "IT" "NL" 1163
"1207" "H2020" "IT" "Others" 1986
"1208" "H2020" "IT" "PL" 332
"1209" "H2020" "IT" "PT" 545
"1210" "H2020" "IT" "RO" 322
"1211" "H2020" "IT" "SE" 614
"1212" "H2020" "IT" "SI" 182
"1213" "H2020" "IT" "SK" 75
"1214" "H2020" "IT" "UK" 2154
"1215" "H2020" "LT" "LT" 50
"1216" "H2020" "LT" "LU" 10
"1217" "H2020" "LT" "LV" 21
"1218" "H2020" "LT" "MT" 4
"1219" "H2020" "LT" "NL" 50
"1220" "H2020" "LT" "Others" 94
"1221" "H2020" "LT" "PL" 25
"1222" "H2020" "LT" "PT" 34
"1223" "H2020" "LT" "RO" 27
"1224" "H2020" "LT" "SE" 26
"1225" "H2020" "LT" "SI" 17
"1226" "H2020" "LT" "SK" 15
"1227" "H2020" "LT" "UK" 73
"1228" "H2020" "LU" "LU" 23
"1229" "H2020" "LU" "LV" 7
"1230" "H2020" "LU" "MT" 4
"1231" "H2020" "LU" "NL" 44
"1232" "H2020" "LU" "Others" 85
"1233" "H2020" "LU" "PL" 18
"1234" "H2020" "LU" "PT" 26
"1235" "H2020" "LU" "RO" 8
"1236" "H2020" "LU" "SE" 12
"1237" "H2020" "LU" "SI" 12
"1238" "H2020" "LU" "SK" 8
"1239" "H2020" "LU" "UK" 67
"1240" "H2020" "LV" "LV" 23
"1241" "H2020" "LV" "MT" 4
"1242" "H2020" "LV" "NL" 41
"1243" "H2020" "LV" "Others" 61
"1244" "H2020" "LV" "PL" 18
"1245" "H2020" "LV" "PT" 24
"1246" "H2020" "LV" "RO" 11
"1247" "H2020" "LV" "SE" 20
"1248" "H2020" "LV" "SI" 15
"1249" "H2020" "LV" "SK" 11
"1250" "H2020" "LV" "UK" 36
"1251" "H2020" "MT" "MT" 25
"1252" "H2020" "MT" "NL" 30
"1253" "H2020" "MT" "Others" 57
"1254" "H2020" "MT" "PL" 7
"1255" "H2020" "MT" "PT" 21
"1256" "H2020" "MT" "RO" 14
"1257" "H2020" "MT" "SE" 14
"1258" "H2020" "MT" "SI" 6
"1259" "H2020" "MT" "SK" 6
"1260" "H2020" "MT" "UK" 46
"1261" "H2020" "NL" "NL" 1598
"1262" "H2020" "NL" "Others" 1242
"1263" "H2020" "NL" "PL" 185
"1264" "H2020" "NL" "PT" 265
"1265" "H2020" "NL" "RO" 147
"1266" "H2020" "NL" "SE" 376
"1267" "H2020" "NL" "SI" 99
"1268" "H2020" "NL" "SK" 47
"1269" "H2020" "NL" "UK" 1324
"1270" "H2020" "Others" "Others" 3670
"1271" "H2020" "PL" "Others" 330
"1272" "H2020" "PL" "PL" 375
"1273" "H2020" "PL" "PT" 104
"1274" "H2020" "PL" "RO" 62
"1275" "H2020" "PL" "SE" 103
"1276" "H2020" "PL" "SI" 36
"1277" "H2020" "PL" "SK" 24
"1278" "H2020" "PL" "UK" 350
"1279" "H2020" "PT" "Others" 419
"1280" "H2020" "PT" "PT" 456
"1281" "H2020" "PT" "RO" 66
"1282" "H2020" "PT" "SE" 118
"1283" "H2020" "PT" "SI" 56
"1284" "H2020" "PT" "SK" 18
"1285" "H2020" "PT" "UK" 525
"1286" "H2020" "RO" "Others" 228
"1287" "H2020" "RO" "RO" 274
"1288" "H2020" "RO" "SE" 62
"1289" "H2020" "RO" "SI" 42
"1290" "H2020" "RO" "SK" 26
"1291" "H2020" "RO" "UK" 150
"1292" "H2020" "SE" "Others" 516
"1293" "H2020" "SE" "SE" 536
"1294" "H2020" "SE" "SI" 45
"1295" "H2020" "SE" "SK" 27
"1296" "H2020" "SE" "UK" 643
"1297" "H2020" "SI" "Others" 165
"1298" "H2020" "SI" "SI" 148
"1299" "H2020" "SI" "SK" 12
"1300" "H2020" "SI" "UK" 147
"1301" "H2020" "SK" "Others" 101
"1302" "H2020" "SK" "SK" 57
"1303" "H2020" "SK" "UK" 73
"1304" "H2020" "UK" "Others" 2135
"1305" "H2020" "UK" "UK" 3476
