country1;country2;nbLinkTmp;frameworkContract;weight
1;EE;EE;71;FP6;0.0033143497339184
2;AT;EE;162;FP6;0.0075623191111941
3;BE;EE;221;FP6;0.0103164970590981
4;DE;EE;614;FP6;0.028662123051069
5;CH;EE;131;FP6;0.00611520866399029
6;CY;EE;46;FP6;0.00214732517972178
7;CZ;EE;109;FP6;0.00508822705629726
8;DK;EE;226;FP6;0.0105499019699374
9;CN;EE;23;FP6;0.00107366258986089
10;CA;EE;4;FP6;0.000186723928671459
11;AU;EE;5;FP6;0.000233404910839324
13;AL;EE;4;FP6;0.000186723928671459
14;BA;EE;6;FP6;0.000280085893007189
15;BG;EE;82;FP6;0.00382784053776491
16;CL;EE;4;FP6;0.000186723928671459
17;AR;EE;5;FP6;0.000233404910839324
18;BR;EE;12;FP6;0.000560171786014378
19;AM;EE;3;FP6;0.000140042946503594
20;AZ;EE;1;FP6;4.66809821678648e-05
21;CO;EE;2;FP6;9.33619643357296e-05
22;DZ;EE;7;FP6;0.000326766875175054
23;BY;EE;13;FP6;0.000606852768182243
24;CR;EE;1;FP6;4.66809821678648e-05
25;EC;EE;1;FP6;4.66809821678648e-05
26;BO;EE;3;FP6;0.000140042946503594
27;CM;EE;1;FP6;4.66809821678648e-05
28;AT;BE;1309;FP6;0.061105405657735
29;BE;BE;1970;FP6;0.0919615348706937
30;AU;BE;54;FP6;0.0025207730370647
32;AL;BE;27;FP6;0.00126038651853235
33;BA;BE;9;FP6;0.000420128839510783
34;AR;BE;57;FP6;0.00266081598356829
35;AM;BE;5;FP6;0.000233404910839324
36;AZ;BE;3;FP6;0.000140042946503594
37;BD;BE;2;FP6;9.33619643357296e-05
38;AO;BE;1;FP6;4.66809821678648e-05
39;AF;BE;6;FP6;0.000280085893007189
40;AT;DE;5724;FP6;0.267201941928858
41;BE;DE;7668;FP6;0.357949771263187
42;DE;DE;17188;FP6;0.80235272150126
43;CH;DE;5787;FP6;0.270142843805434
44;CY;DE;397;FP6;0.0185323499206423
45;CZ;DE;2866;FP6;0.133787694893101
46;CN;DE;682;FP6;0.0318364298384838
47;CA;DE;264;FP6;0.0123237792923163
48;AU;DE;254;FP6;0.0118569694706377
50;AL;DE;24;FP6;0.00112034357202876
51;BA;DE;27;FP6;0.00126038651853235
52;BG;DE;828;FP6;0.0386518532349921
53;CL;DE;100;FP6;0.00466809821678648
54;AR;DE;149;FP6;0.00695546634301186
55;BR;DE;280;FP6;0.0130706750070021
56;AM;DE;15;FP6;0.000700214732517972
57;AZ;DE;6;FP6;0.000280085893007189
58;BW;DE;5;FP6;0.000233404910839324
59;CO;DE;27;FP6;0.00126038651853235
60;BY;DE;94;FP6;0.00438801232377929
62;CR;DE;17;FP6;0.000793576696853702
63;BO;DE;20;FP6;0.000933619643357296
64;BJ;DE;27;FP6;0.00126038651853235
65;CI;DE;5;FP6;0.000233404910839324
66;BD;DE;8;FP6;0.000373447857342919
67;CD;DE;4;FP6;0.000186723928671459
68;BF;DE;47;FP6;0.00219400616188965
69;CM;DE;13;FP6;0.000606852768182243
70;CG;DE;5;FP6;0.000233404910839324
71;AE;DE;1;FP6;4.66809821678648e-05
72;BT;DE;8;FP6;0.000373447857342919
73;CV;DE;6;FP6;0.000280085893007189
74;AF;DE;9;FP6;0.000420128839510783
75;EE;FR;396;FP6;0.0184856689384745
76;AT;FR;3131;FP6;0.146158155167585
77;BE;FR;6748;FP6;0.315003267668752
78;DE;FR;21422;FP6;1
79;FR;FR;11291;FP6;0.527074969657362
80;EL;FR;4663;FP6;0.217673419848754
81;ES;FR;9736;FP6;0.454486042386332
82;FI;FR;2560;FP6;0.119503314349734
83;CH;FR;4075;FP6;0.190225002334049
84;CY;FR;338;FP6;0.0157781719727383
85;CZ;FR;1923;FP6;0.089767528708804
86;DK;FR;2846;FP6;0.132854075249743
87;EG;FR;122;FP6;0.00569507982447951
88;CN;FR;534;FP6;0.0249276444776398
89;CA;FR;220;FP6;0.0102698160769303
90;AU;FR;222;FP6;0.010363178041266
92;AL;FR;17;FP6;0.000793576696853702
93;BA;FR;14;FP6;0.000653533750350107
94;BG;FR;565;FP6;0.0263747549248436
95;CL;FR;87;FP6;0.00406124544860424
96;AR;FR;119;FP6;0.00555503687797591
97;BR;FR;222;FP6;0.010363178041266
98;AM;FR;11;FP6;0.000513490803846513
99;AZ;FR;2;FP6;9.33619643357296e-05
100;BW;FR;3;FP6;0.000140042946503594
101;ET;FR;5;FP6;0.000233404910839324
102;CO;FR;8;FP6;0.000373447857342919
103;DZ;FR;91;FP6;0.0042479693772757
104;BY;FR;55;FP6;0.00256745401923256
106;CR;FR;12;FP6;0.000560171786014378
107;EC;FR;9;FP6;0.000420128839510783
108;BO;FR;10;FP6;0.000466809821678648
109;BJ;FR;12;FP6;0.000560171786014378
110;CI;FR;2;FP6;9.33619643357296e-05
111;CD;FR;2;FP6;9.33619643357296e-05
112;BF;FR;39;FP6;0.00182055830454673
113;CM;FR;14;FP6;0.000653533750350107
114;CG;FR;6;FP6;0.000280085893007189
115;CV;FR;2;FP6;9.33619643357296e-05
116;DO;FR;3;FP6;0.000140042946503594
117;AF;FR;5;FP6;0.000233404910839324
118;FJ;FR;1;FP6;4.66809821678648e-05
119;EE;IT;414;FP6;0.019325926617496
120;AT;IT;2715;FP6;0.126738866585753
121;BE;IT;5066;FP6;0.236485855662403
122;DE;IT;17144;FP6;0.800298758285874
123;FR;IT;13430;FP6;0.626925590514424
124;IT;IT;8148;FP6;0.380356642703762
125;EL;IT;4463;FP6;0.208337223415181
126;ES;IT;8753;FP6;0.408598636915321
127;IE;IT;1269;FP6;0.0592381663710204
128;FI;IT;2163;FP6;0.100970964429092
129;IL;IT;1161;FP6;0.054196620296891
130;HU;IT;1742;FP6;0.0813182709364205
131;CH;IT;3254;FP6;0.151899915974232
132;CY;IT;423;FP6;0.0197460554570068
133;CZ;IT;1672;FP6;0.07805060218467
134;DK;IT;2326;FP6;0.108579964522454
135;EG;IT;187;FP6;0.00872934366539072
136;CN;IT;404;FP6;0.0188591167958174
137;CA;IT;124;FP6;0.00578844178881524
138;AU;IT;143;FP6;0.00667538045000467
140;AL;IT;21;FP6;0.000980300625525161
141;BA;IT;14;FP6;0.000653533750350107
142;BG;IT;666;FP6;0.031089534123798
143;HR;IT;213;FP6;0.00994304920175521
144;CL;IT;66;FP6;0.00308094482307908
145;AR;IT;115;FP6;0.00536831294930445
146;BR;IT;173;FP6;0.00807580991504061
147;IN;IT;172;FP6;0.00802912893287275
148;IS;IT;146;FP6;0.00681542339650826
149;AM;IT;5;FP6;0.000233404910839324
150;AZ;IT;1;FP6;4.66809821678648e-05
151;GE;IT;36;FP6;0.00168051535804313
152;BW;IT;6;FP6;0.000280085893007189
153;ET;IT;16;FP6;0.000746895714685837
154;CO;IT;6;FP6;0.000280085893007189
155;ID;IT;17;FP6;0.000793576696853702
156;DZ;IT;107;FP6;0.00499486509196153
157;CU;IT;1;FP6;4.66809821678648e-05
158;BY;IT;46;FP6;0.00214732517972178
160;CR;IT;8;FP6;0.000373447857342919
161;EC;IT;14;FP6;0.000653533750350107
162;GT;IT;3;FP6;0.000140042946503594
163;BO;IT;7;FP6;0.000326766875175054
164;BJ;IT;3;FP6;0.000140042946503594
165;CI;IT;1;FP6;4.66809821678648e-05
166;BD;IT;3;FP6;0.000140042946503594
167;CD;IT;2;FP6;9.33619643357296e-05
168;BF;IT;18;FP6;0.000840257679021567
169;GN;IT;13;FP6;0.000606852768182243
170;GH;IT;11;FP6;0.000513490803846513
171;FO;IT;2;FP6;9.33619643357296e-05
172;CM;IT;5;FP6;0.000233404910839324
173;GA;IT;12;FP6;0.000560171786014378
174;HK;IT;6;FP6;0.000280085893007189
175;GL;IT;1;FP6;4.66809821678648e-05
176;CG;IT;5;FP6;0.000233404910839324
177;BT;IT;1;FP6;4.66809821678648e-05
178;CV;IT;2;FP6;9.33619643357296e-05
179;DO;IT;1;FP6;4.66809821678648e-05
180;GW;IT;1;FP6;4.66809821678648e-05
181;GM;IT;1;FP6;4.66809821678648e-05
182;AF;IT;3;FP6;0.000140042946503594
183;FJ;IT;1;FP6;4.66809821678648e-05
184;EE;UK;623;FP6;0.0290822518905798
185;AT;UK;3318;FP6;0.154887498832975
186;BE;UK;6090;FP6;0.284287181402297
187;DE;UK;20910;FP6;0.976099337130053
188;FR;UK;16345;FP6;0.76300065353375
189;IT;UK;12873;FP6;0.600924283446924
190;UK;UK;10378;FP6;0.484455232938101
191;EL;UK;4422;FP6;0.206423303146298
192;ES;UK;9703;FP6;0.452945569974792
193;IE;UK;2047;FP6;0.0955559704976193
194;FI;UK;2988;FP6;0.13948277471758
195;IL;UK;1368;FP6;0.0638595836056391
196;HU;UK;2001;FP6;0.0934086453178975
197;CH;UK;4088;FP6;0.190831855102231
198;PL;UK;3495;FP6;0.163150032676688
199;PT;UK;2363;FP6;0.110307160862665
200;SE;UK;5774;FP6;0.269535991037251
201;NL;UK;8802;FP6;0.410886005041546
202;NO;UK;3178;FP6;0.148352161329474
203;CY;UK;379;FP6;0.0176920922416208
204;CZ;UK;2196;FP6;0.102511436840631
205;RO;UK;935;FP6;0.0436467183269536
206;DK;UK;4149;FP6;0.193679395014471
207;EG;UK;62;FP6;0.00289422089440762
208;JP;UK;36;FP6;0.00168051535804313
209;CN;UK;666;FP6;0.031089534123798
210;CA;UK;267;FP6;0.0124638222388199
211;LT;UK;561;FP6;0.0261880309961722
212;TR;UK;726;FP6;0.0338903930538699
213;AU;UK;279;FP6;0.0130239940248343
214;SI;UK;879;FP6;0.0410325833255532
216;AL;UK;18;FP6;0.000840257679021567
217;BA;UK;34;FP6;0.0015871533937074
218;BG;UK;783;FP6;0.0365512090374382
219;HR;UK;205;FP6;0.00956960134441229
220;RU;UK;1064;FP6;0.0496685650266082
221;CL;UK;110;FP6;0.00513490803846513
222;SK;UK;671;FP6;0.0313229390346373
223;LV;UK;339;FP6;0.0158248529549062
224;MT;UK;143;FP6;0.00667538045000467
225;MZ;UK;14;FP6;0.000653533750350107
226;TZ;UK;37;FP6;0.001727196340211
227;AR;UK;144;FP6;0.00672206143217253
228;BR;UK;286;FP6;0.0133507609000093
229;IN;UK;243;FP6;0.0113434786667911
230;MY;UK;17;FP6;0.000793576696853702
231;IS;UK;271;FP6;0.0126505461674914
232;AM;UK;14;FP6;0.000653533750350107
233;AZ;UK;3;FP6;0.000140042946503594
234;GE;UK;24;FP6;0.00112034357202876
235;RS;UK;6;FP6;0.000280085893007189
236;BW;UK;11;FP6;0.000513490803846513
237;ET;UK;25;FP6;0.00116702455419662
238;MW;UK;2;FP6;9.33619643357296e-05
239;CO;UK;31;FP6;0.00144711044720381
240;ID;UK;42;FP6;0.00196060125105032
241;PH;UK;34;FP6;0.0015871533937074
242;UA;UK;233;FP6;0.0108766688451125
243;DZ;UK;52;FP6;0.00242741107272897
244;MA;UK;115;FP6;0.00536831294930445
245;SY;UK;14;FP6;0.000653533750350107
246;TN;UK;110;FP6;0.00513490803846513
247;MX;UK;64;FP6;0.00298758285874335
248;PE;UK;32;FP6;0.00149379142937167
249;LI;UK;5;FP6;0.000233404910839324
250;LB;UK;27;FP6;0.00126038651853235
251;KG;UK;5;FP6;0.000233404910839324
252;KZ;UK;10;FP6;0.000466809821678648
253;TJ;UK;3;FP6;0.000140042946503594
254;SG;UK;41;FP6;0.00191392026888246
255;BY;UK;76;FP6;0.00354775464475773
256;MD;UK;17;FP6;0.000793576696853702
257;LU;UK;168;FP6;0.00784240500420129
258;NZ;UK;59;FP6;0.00275417794790402
260;KR;UK;46;FP6;0.00214732517972178
261;TW;UK;30;FP6;0.00140042946503594
262;RW;UK;4;FP6;0.000186723928671459
263;TH;UK;54;FP6;0.0025207730370647
264;JO;UK;16;FP6;0.000746895714685837
265;CR;UK;11;FP6;0.000513490803846513
266;EC;UK;27;FP6;0.00126038651853235
267;GT;UK;9;FP6;0.000420128839510783
268;PY;UK;2;FP6;9.33619643357296e-05
269;PS;UK;29;FP6;0.00135374848286808
270;SN;UK;110;FP6;0.00513490803846513
271;LK;UK;7;FP6;0.000326766875175054
272;ML;UK;53;FP6;0.00247409205489684
274;KE;UK;73;FP6;0.00340771169825413
275;NE;UK;57;FP6;0.00266081598356829
276;BO;UK;22;FP6;0.00102698160769303
277;BJ;UK;12;FP6;0.000560171786014378
278;CI;UK;4;FP6;0.000186723928671459
279;UG;UK;32;FP6;0.00149379142937167
280;BD;UK;6;FP6;0.000280085893007189
281;NP;UK;11;FP6;0.000513490803846513
282;CD;UK;1;FP6;4.66809821678648e-05
283;SD;UK;11;FP6;0.000513490803846513
284;BF;UK;61;FP6;0.00284753991223975
285;GN;UK;18;FP6;0.000840257679021567
286;GH;UK;55;FP6;0.00256745401923256
287;FO;UK;6;FP6;0.000280085893007189
288;SC;UK;4;FP6;0.000186723928671459
289;KY;UK;4;FP6;0.000186723928671459
290;NI;UK;8;FP6;0.000373447857342919
291;SV;UK;2;FP6;9.33619643357296e-05
292;CM;UK;16;FP6;0.000746895714685837
293;GA;UK;18;FP6;0.000840257679021567
294;HK;UK;27;FP6;0.00126038651853235
295;PA;UK;1;FP6;4.66809821678648e-05
296;PK;UK;12;FP6;0.000560171786014378
297;GL;UK;13;FP6;0.000606852768182243
298;MR;UK;3;FP6;0.000140042946503594
299;KH;UK;4;FP6;0.000186723928671459
300;IR;UK;1;FP6;4.66809821678648e-05
301;CG;UK;5;FP6;0.000233404910839324
302;TD;UK;1;FP6;4.66809821678648e-05
303;TG;UK;3;FP6;0.000140042946503594
304;NF;UK;3;FP6;0.000140042946503594
305;BT;UK;2;FP6;9.33619643357296e-05
306;CV;UK;5;FP6;0.000233404910839324
307;DO;UK;1;FP6;4.66809821678648e-05
308;GW;UK;1;FP6;4.66809821678648e-05
309;JM;UK;1;FP6;4.66809821678648e-05
310;TT;UK;4;FP6;0.000186723928671459
311;GM;UK;10;FP6;0.000466809821678648
312;NG;UK;15;FP6;0.000700214732517972
313;LA;UK;1;FP6;4.66809821678648e-05
314;AF;UK;11;FP6;0.000513490803846513
315;FJ;UK;1;FP6;4.66809821678648e-05
316;MG;UK;2;FP6;9.33619643357296e-05
317;NC;UK;2;FP6;9.33619643357296e-05
318;PF;UK;1;FP6;4.66809821678648e-05
319;EE;EL;165;FP6;0.00770236205769769
320;AT;EL;1024;FP6;0.0478013257398936
321;BE;EL;1719;FP6;0.0802446083465596
322;DE;EL;5636;FP6;0.263094015498086
323;EL;EL;1618;FP6;0.0755298291476053
324;CH;EL;1036;FP6;0.0483614975259079
325;CY;EL;321;FP6;0.0149845952758846
326;CZ;EL;522;FP6;0.0243674726916254
327;DK;EL;908;FP6;0.0423863318084212
328;EG;EL;82;FP6;0.00382784053776491
329;CN;EL;155;FP6;0.00723555223601905
330;CA;EL;43;FP6;0.00200728223321819
331;AU;EL;48;FP6;0.00224068714405751
333;AL;EL;48;FP6;0.00224068714405751
334;BA;EL;32;FP6;0.00149379142937167
335;BG;EL;376;FP6;0.0175520492951172
336;CL;EL;25;FP6;0.00116702455419662
337;AR;EL;45;FP6;0.00210064419755392
338;BR;EL;60;FP6;0.00280085893007189
339;AM;EL;12;FP6;0.000560171786014378
340;AZ;EL;3;FP6;0.000140042946503594
341;BW;EL;2;FP6;9.33619643357296e-05
342;CO;EL;2;FP6;9.33619643357296e-05
343;DZ;EL;56;FP6;0.00261413500140043
344;BY;EL;18;FP6;0.000840257679021567
346;CR;EL;1;FP6;4.66809821678648e-05
347;EC;EL;1;FP6;4.66809821678648e-05
348;BO;EL;6;FP6;0.000280085893007189
349;BJ;EL;4;FP6;0.000186723928671459
350;BD;EL;1;FP6;4.66809821678648e-05
351;CM;EL;1;FP6;4.66809821678648e-05
352;CV;EL;2;FP6;9.33619643357296e-05
353;EE;ES;331;FP6;0.0154514050975633
354;AT;ES;1952;FP6;0.0911212771916721
355;BE;ES;3694;FP6;0.172439548128093
356;DE;ES;12096;FP6;0.564653160302493
357;EL;ES;3113;FP6;0.145317897488563
358;ES;ES;4840;FP6;0.225935953692466
359;CH;ES;2151;FP6;0.100410792643077
360;CY;ES;283;FP6;0.0132107179535057
361;CZ;ES;1275;FP6;0.0595182522640276
362;DK;ES;1982;FP6;0.0925217066567081
363;EG;ES;110;FP6;0.00513490803846513
364;CN;ES;289;FP6;0.0134908038465129
365;CA;ES;119;FP6;0.00555503687797591
366;AU;ES;113;FP6;0.00527495098496872
368;AL;ES;5;FP6;0.000233404910839324
369;BA;ES;8;FP6;0.000373447857342919
370;BG;ES;450;FP6;0.0210064419755392
371;CL;ES;77;FP6;0.00359443562692559
372;AR;ES;130;FP6;0.00606852768182243
373;BR;ES;221;FP6;0.0103164970590981
374;AM;ES;5;FP6;0.000233404910839324
375;AZ;ES;2;FP6;9.33619643357296e-05
376;BW;ES;2;FP6;9.33619643357296e-05
377;CO;ES;9;FP6;0.000420128839510783
378;DZ;ES;78;FP6;0.00364111660909346
379;CU;ES;5;FP6;0.000233404910839324
380;BY;ES;30;FP6;0.00140042946503594
382;CR;ES;8;FP6;0.000373447857342919
383;EC;ES;10;FP6;0.000466809821678648
384;BO;ES;17;FP6;0.000793576696853702
385;BJ;ES;5;FP6;0.000233404910839324
386;CI;ES;2;FP6;9.33619643357296e-05
387;BD;ES;1;FP6;4.66809821678648e-05
388;BF;ES;16;FP6;0.000746895714685837
389;CG;ES;2;FP6;9.33619643357296e-05
390;AE;ES;1;FP6;4.66809821678648e-05
391;CV;ES;2;FP6;9.33619643357296e-05
392;AF;ES;9;FP6;0.000420128839510783
393;EE;IE;83;FP6;0.00387452151993278
394;AT;IE;373;FP6;0.0174120063486136
395;BE;IE;678;FP6;0.0316497059098123
396;DE;IE;1864;FP6;0.0870133507609
397;FR;IE;1483;FP6;0.0692278965549435
398;EL;IE;522;FP6;0.0243674726916254
399;ES;IE;1083;FP6;0.0505555036877976
400;IE;IE;271;FP6;0.0126505461674914
401;FI;IE;338;FP6;0.0157781719727383
402;HU;IE;234;FP6;0.0109233498272804
403;CH;IE;400;FP6;0.0186723928671459
404;CY;IE;49;FP6;0.00228736812622538
405;CZ;IE;186;FP6;0.00868266268322286
406;DK;IE;451;FP6;0.021053122957707
407;EG;IE;3;FP6;0.000140042946503594
408;CN;IE;40;FP6;0.00186723928671459
409;CA;IE;26;FP6;0.00121370553636449
410;AU;IE;24;FP6;0.00112034357202876
412;AL;IE;3;FP6;0.000140042946503594
413;BA;IE;4;FP6;0.000186723928671459
414;BG;IE;96;FP6;0.00448137428811502
415;HR;IE;30;FP6;0.00140042946503594
416;CL;IE;7;FP6;0.000326766875175054
417;AR;IE;19;FP6;0.000886938661189431
418;BR;IE;30;FP6;0.00140042946503594
419;AM;IE;2;FP6;9.33619643357296e-05
420;AZ;IE;1;FP6;4.66809821678648e-05
421;GE;IE;5;FP6;0.000233404910839324
422;ET;IE;1;FP6;4.66809821678648e-05
423;ID;IE;5;FP6;0.000233404910839324
424;DZ;IE;3;FP6;0.000140042946503594
425;BY;IE;8;FP6;0.000373447857342919
427;CR;IE;3;FP6;0.000140042946503594
428;EC;IE;3;FP6;0.000140042946503594
429;GT;IE;1;FP6;4.66809821678648e-05
430;BO;IE;1;FP6;4.66809821678648e-05
431;GN;IE;1;FP6;4.66809821678648e-05
432;GH;IE;1;FP6;4.66809821678648e-05
433;FO;IE;1;FP6;4.66809821678648e-05
434;GA;IE;1;FP6;4.66809821678648e-05
435;HK;IE;3;FP6;0.000140042946503594
436;AO;IE;1;FP6;4.66809821678648e-05
437;CG;IE;1;FP6;4.66809821678648e-05
438;CV;IE;1;FP6;4.66809821678648e-05
439;AF;IE;1;FP6;4.66809821678648e-05
440;EE;FI;206;FP6;0.00961628232658015
441;AT;FI;679;FP6;0.0316963868919802
442;BE;FI;1084;FP6;0.0506021846699655
443;DE;FI;3878;FP6;0.18102884884698
444;EL;FI;862;FP6;0.0402390066286995
445;ES;FI;1681;FP6;0.0784707310241807
446;FI;FI;731;FP6;0.0341237979647092
447;CH;FI;756;FP6;0.0352908225189058
448;CY;FI;82;FP6;0.00382784053776491
449;CZ;FI;420;FP6;0.0196060125105032
450;DK;FI;829;FP6;0.0386985342171599
451;EG;FI;6;FP6;0.000280085893007189
452;CN;FI;130;FP6;0.00606852768182243
453;CA;FI;52;FP6;0.00242741107272897
454;AU;FI;24;FP6;0.00112034357202876
456;AL;FI;5;FP6;0.000233404910839324
457;BA;FI;4;FP6;0.000186723928671459
458;BG;FI;175;FP6;0.00816917187937634
459;CL;FI;7;FP6;0.000326766875175054
460;AR;FI;12;FP6;0.000560171786014378
461;BR;FI;26;FP6;0.00121370553636449
462;AM;FI;2;FP6;9.33619643357296e-05
463;AZ;FI;1;FP6;4.66809821678648e-05
464;CO;FI;2;FP6;9.33619643357296e-05
465;DZ;FI;9;FP6;0.000420128839510783
466;BY;FI;18;FP6;0.000840257679021567
468;CR;FI;7;FP6;0.000326766875175054
469;EC;FI;6;FP6;0.000280085893007189
470;BO;FI;3;FP6;0.000140042946503594
471;BJ;FI;1;FP6;4.66809821678648e-05
472;CI;FI;1;FP6;4.66809821678648e-05
473;BD;FI;2;FP6;9.33619643357296e-05
474;BF;FI;6;FP6;0.000280085893007189
475;CG;FI;5;FP6;0.000233404910839324
476;AF;FI;1;FP6;4.66809821678648e-05
477;EE;IL;59;FP6;0.00275417794790402
478;AT;IL;320;FP6;0.0149379142937167
479;BE;IL;387;FP6;0.0180655400989637
480;DE;IL;1750;FP6;0.0816917187937634
481;FR;IL;1509;FP6;0.070441602091308
482;EL;IL;557;FP6;0.0260013070675007
483;ES;IL;818;FP6;0.0381850434133134
484;IE;IL;114;FP6;0.00532163196713659
485;FI;IL;208;FP6;0.00970964429091588
486;IL;IL;273;FP6;0.0127439081318271
487;HU;IL;170;FP6;0.00793576696853702
488;CH;IL;377;FP6;0.017598730277285
489;CY;IL;61;FP6;0.00284753991223975
490;CZ;IL;145;FP6;0.0067687424143404
491;DK;IL;233;FP6;0.0108766688451125
492;EG;IL;21;FP6;0.000980300625525161
493;CN;IL;50;FP6;0.00233404910839324
494;CA;IL;15;FP6;0.000700214732517972
495;AU;IL;38;FP6;0.00177387732237886
497;AL;IL;3;FP6;0.000140042946503594
498;BA;IL;1;FP6;4.66809821678648e-05
499;BG;IL;78;FP6;0.00364111660909346
500;HR;IL;40;FP6;0.00186723928671459
501;CL;IL;11;FP6;0.000513490803846513
502;AR;IL;12;FP6;0.000560171786014378
503;BR;IL;50;FP6;0.00233404910839324
504;AM;IL;5;FP6;0.000233404910839324
505;AZ;IL;1;FP6;4.66809821678648e-05
506;GE;IL;7;FP6;0.000326766875175054
507;CO;IL;5;FP6;0.000233404910839324
508;ID;IL;1;FP6;4.66809821678648e-05
509;DZ;IL;15;FP6;0.000700214732517972
510;BY;IL;11;FP6;0.000513490803846513
512;GT;IL;1;FP6;4.66809821678648e-05
513;BO;IL;1;FP6;4.66809821678648e-05
514;GH;IL;2;FP6;9.33619643357296e-05
515;HK;IL;1;FP6;4.66809821678648e-05
516;GL;IL;2;FP6;9.33619643357296e-05
517;EE;PL;214;FP6;0.00998973018392307
518;AT;PL;894;FP6;0.0417327980580711
519;BE;PL;1317;FP6;0.061478853515078
520;DE;PL;4515;FP6;0.21076463448791
521;FR;PL;3061;FP6;0.142890486415834
522;IT;PL;2895;FP6;0.135141443375969
523;EL;PL;924;FP6;0.0431332275231071
524;ES;PL;2250;FP6;0.105032209877696
525;IE;PL;378;FP6;0.0176454112594529
526;FI;PL;654;FP6;0.0305293623377836
527;IL;PL;269;FP6;0.0125571842031556
528;HU;PL;636;FP6;0.029689104658762
529;CH;PL;778;FP6;0.0363178041265988
530;PL;PL;914;FP6;0.0426664177014284
531;NL;PL;1794;FP6;0.0837456820091495
532;NO;PL;620;FP6;0.0289422089440762
533;CY;PL;121;FP6;0.00564839884231164
534;CZ;PL;570;FP6;0.0266081598356829
535;DK;PL;809;FP6;0.0377649145738026
536;EG;PL;19;FP6;0.000886938661189431
537;JP;PL;5;FP6;0.000233404910839324
538;CN;PL;118;FP6;0.00550835589580805
539;CA;PL;26;FP6;0.00121370553636449
540;LT;PL;224;FP6;0.0104565400056017
541;AU;PL;34;FP6;0.0015871533937074
543;AL;PL;10;FP6;0.000466809821678648
544;BA;PL;7;FP6;0.000326766875175054
545;BG;PL;312;FP6;0.0145644664363738
546;HR;PL;95;FP6;0.00443469330594716
547;CL;PL;13;FP6;0.000606852768182243
548;LV;PL;184;FP6;0.00858930071888712
549;MT;PL;69;FP6;0.00322098776958267
550;MZ;PL;2;FP6;9.33619643357296e-05
551;AR;PL;23;FP6;0.00107366258986089
552;BR;PL;40;FP6;0.00186723928671459
553;IN;PL;20;FP6;0.000933619643357296
554;MY;PL;2;FP6;9.33619643357296e-05
555;IS;PL;60;FP6;0.00280085893007189
556;AM;PL;5;FP6;0.000233404910839324
557;AZ;PL;2;FP6;9.33619643357296e-05
558;GE;PL;17;FP6;0.000793576696853702
559;CO;PL;4;FP6;0.000186723928671459
560;ID;PL;3;FP6;0.000140042946503594
561;PH;PL;4;FP6;0.000186723928671459
562;DZ;PL;8;FP6;0.000373447857342919
563;MA;PL;31;FP6;0.00144711044720381
564;MX;PL;15;FP6;0.000700214732517972
565;PE;PL;2;FP6;9.33619643357296e-05
566;LB;PL;6;FP6;0.000280085893007189
567;KG;PL;1;FP6;4.66809821678648e-05
568;KZ;PL;8;FP6;0.000373447857342919
569;BY;PL;22;FP6;0.00102698160769303
570;MD;PL;12;FP6;0.000560171786014378
571;LU;PL;60;FP6;0.00280085893007189
572;NZ;PL;13;FP6;0.000606852768182243
574;KR;PL;10;FP6;0.000466809821678648
575;JO;PL;5;FP6;0.000233404910839324
576;CR;PL;3;FP6;0.000140042946503594
577;EC;PL;5;FP6;0.000233404910839324
578;GT;PL;3;FP6;0.000140042946503594
579;LK;PL;1;FP6;4.66809821678648e-05
580;ML;PL;1;FP6;4.66809821678648e-05
581;KE;PL;1;FP6;4.66809821678648e-05
582;BO;PL;3;FP6;0.000140042946503594
583;BD;PL;3;FP6;0.000140042946503594
584;GH;PL;6;FP6;0.000280085893007189
585;FO;PL;3;FP6;0.000140042946503594
586;KY;PL;1;FP6;4.66809821678648e-05
587;HK;PL;5;FP6;0.000233404910839324
588;PK;PL;1;FP6;4.66809821678648e-05
589;GL;PL;2;FP6;9.33619643357296e-05
590;KH;PL;1;FP6;4.66809821678648e-05
591;CG;PL;2;FP6;9.33619643357296e-05
592;AF;PL;1;FP6;4.66809821678648e-05
593;FJ;PL;1;FP6;4.66809821678648e-05
594;EE;HU;152;FP6;0.00709550928951545
595;AT;HU;676;FP6;0.0315563439454766
596;BE;HU;868;FP6;0.0405190925217067
597;DE;HU;2478;FP6;0.115675473811969
598;FR;HU;1882;FP6;0.0878536084399216
599;EL;HU;568;FP6;0.0265147978713472
600;ES;HU;1378;FP6;0.0643263934273177
601;FI;HU;437;FP6;0.0203995892073569
602;HU;HU;499;FP6;0.0232938101017645
603;CH;HU;413;FP6;0.0192792456353282
604;CY;HU;95;FP6;0.00443469330594716
605;CZ;HU;403;FP6;0.0188124358136495
606;DK;HU;492;FP6;0.0229670432265895
607;EG;HU;11;FP6;0.000513490803846513
608;CN;HU;52;FP6;0.00242741107272897
609;CA;HU;33;FP6;0.00154047241153954
610;AU;HU;19;FP6;0.000886938661189431
612;AL;HU;13;FP6;0.000606852768182243
613;BA;HU;12;FP6;0.000560171786014378
614;BG;HU;265;FP6;0.0123704602744842
615;HR;HU;73;FP6;0.00340771169825413
616;CL;HU;4;FP6;0.000186723928671459
617;AR;HU;13;FP6;0.000606852768182243
618;BR;HU;22;FP6;0.00102698160769303
619;AM;HU;3;FP6;0.000140042946503594
620;AZ;HU;1;FP6;4.66809821678648e-05
