country1;country2;nbLinkTmp;frameworkContract;weight
3076;CZ;KR;4;FP6;0.000186723928671459
3077;DK;KR;8;FP6;0.000373447857342919
3078;JP;KR;3;FP6;0.000140042946503594
3079;CN;KR;16;FP6;0.000746895714685837
3080;CA;KR;1;FP6;4.66809821678648e-05
3081;BG;KR;6;FP6;0.000280085893007189
3082;HR;KR;6;FP6;0.000280085893007189
3083;BR;KR;1;FP6;4.66809821678648e-05
3084;IN;KR;2;FP6;9.33619643357296e-05
3085;IS;KR;1;FP6;4.66809821678648e-05
3087;KR;KR;1;FP6;4.66809821678648e-05
3088;AT;TW;4;FP6;0.000186723928671459
3089;BE;TW;14;FP6;0.000653533750350107
3090;DE;TW;24;FP6;0.00112034357202876
3091;FR;TW;41;FP6;0.00191392026888246
3092;IT;TW;20;FP6;0.000933619643357296
3093;EL;TW;27;FP6;0.00126038651853235
3094;ES;TW;19;FP6;0.000886938661189431
3095;IE;TW;3;FP6;0.000140042946503594
3096;FI;TW;6;FP6;0.000280085893007189
3097;IL;TW;7;FP6;0.000326766875175054
3098;HU;TW;8;FP6;0.000373447857342919
3099;CH;TW;9;FP6;0.000420128839510783
3100;PL;TW;3;FP6;0.000140042946503594
3101;PT;TW;7;FP6;0.000326766875175054
3102;SE;TW;8;FP6;0.000373447857342919
3103;NL;TW;17;FP6;0.000793576696853702
3104;NO;TW;6;FP6;0.000280085893007189
3105;CY;TW;2;FP6;9.33619643357296e-05
3106;CZ;TW;1;FP6;4.66809821678648e-05
3107;RO;TW;10;FP6;0.000466809821678648
3108;DK;TW;6;FP6;0.000280085893007189
3109;EG;TW;1;FP6;4.66809821678648e-05
3110;JP;TW;3;FP6;0.000140042946503594
3111;CN;TW;4;FP6;0.000186723928671459
3112;CA;TW;1;FP6;4.66809821678648e-05
3113;TR;TW;2;FP6;9.33619643357296e-05
3114;SI;TW;4;FP6;0.000186723928671459
3115;BG;TW;4;FP6;0.000186723928671459
3116;HR;TW;3;FP6;0.000140042946503594
3117;RU;TW;8;FP6;0.000373447857342919
3118;SK;TW;2;FP6;9.33619643357296e-05
3119;LV;TW;1;FP6;4.66809821678648e-05
3120;MY;TW;1;FP6;4.66809821678648e-05
3121;IS;TW;1;FP6;4.66809821678648e-05
3122;MA;TW;1;FP6;4.66809821678648e-05
3123;MX;TW;2;FP6;9.33619643357296e-05
3124;PE;TW;1;FP6;4.66809821678648e-05
3125;SG;TW;1;FP6;4.66809821678648e-05
3127;KR;TW;3;FP6;0.000140042946503594
3128;TH;TW;2;FP6;9.33619643357296e-05
3129;SN;TW;1;FP6;4.66809821678648e-05
3130;BJ;TW;1;FP6;4.66809821678648e-05
3131;HK;TW;2;FP6;9.33619643357296e-05
3132;AT;RW;1;FP6;4.66809821678648e-05
3133;DE;RW;1;FP6;4.66809821678648e-05
3134;IT;RW;2;FP6;9.33619643357296e-05
3135;ES;RW;1;FP6;4.66809821678648e-05
3136;IE;RW;2;FP6;9.33619643357296e-05
3137;FI;RW;1;FP6;4.66809821678648e-05
3138;BR;RW;1;FP6;4.66809821678648e-05
3139;IN;RW;1;FP6;4.66809821678648e-05
3140;AT;MK;2;FP6;9.33619643357296e-05
3141;DE;MK;2;FP6;9.33619643357296e-05
3142;IT;MK;2;FP6;9.33619643357296e-05
3143;EL;MK;8;FP6;0.000373447857342919
3144;ES;MK;2;FP6;9.33619643357296e-05
3145;AL;MK;6;FP6;0.000280085893007189
3147;MK;MK;2;FP6;9.33619643357296e-05
3148;EE;JO;3;FP6;0.000140042946503594
3149;AT;JO;10;FP6;0.000466809821678648
3150;BE;JO;13;FP6;0.000606852768182243
3151;DE;JO;25;FP6;0.00116702455419662
3152;FR;JO;29;FP6;0.00135374848286808
3153;IT;JO;66;FP6;0.00308094482307908
3154;EL;JO;49;FP6;0.00228736812622538
3155;ES;JO;56;FP6;0.00261413500140043
3156;IE;JO;1;FP6;4.66809821678648e-05
3157;FI;JO;2;FP6;9.33619643357296e-05
3158;IL;JO;8;FP6;0.000373447857342919
3159;HU;JO;2;FP6;9.33619643357296e-05
3160;CH;JO;2;FP6;9.33619643357296e-05
3161;CY;JO;12;FP6;0.000560171786014378
3162;CZ;JO;7;FP6;0.000326766875175054
3163;DK;JO;1;FP6;4.66809821678648e-05
3164;EG;JO;42;FP6;0.00196060125105032
3165;CN;JO;1;FP6;4.66809821678648e-05
3167;AL;JO;1;FP6;4.66809821678648e-05
3168;BA;JO;1;FP6;4.66809821678648e-05
3169;BG;JO;2;FP6;9.33619643357296e-05
3170;HR;JO;2;FP6;9.33619643357296e-05
3171;AR;JO;1;FP6;4.66809821678648e-05
3172;BR;JO;1;FP6;4.66809821678648e-05
3173;IN;JO;1;FP6;4.66809821678648e-05
3174;IS;JO;1;FP6;4.66809821678648e-05
3175;AM;JO;2;FP6;9.33619643357296e-05
3176;AZ;JO;2;FP6;9.33619643357296e-05
3177;GE;JO;2;FP6;9.33619643357296e-05
3178;DZ;JO;23;FP6;0.00107366258986089
3179;BY;JO;1;FP6;4.66809821678648e-05
3180;JO;JO;9;FP6;0.000420128839510783
3181;IR;JO;1;FP6;4.66809821678648e-05
3182;IQ;JO;1;FP6;4.66809821678648e-05
3183;DE;ME;1;FP6;4.66809821678648e-05
3184;EL;ME;2;FP6;9.33619643357296e-05
3186;AL;ME;2;FP6;9.33619643357296e-05
3187;BA;ME;1;FP6;4.66809821678648e-05
3188;LU;ME;1;FP6;4.66809821678648e-05
3189;AT;CR;2;FP6;9.33619643357296e-05
3190;BE;CR;7;FP6;0.000326766875175054
3191;CH;CR;1;FP6;4.66809821678648e-05
3192;CN;CR;1;FP6;4.66809821678648e-05
3193;BG;CR;1;FP6;4.66809821678648e-05
3194;CL;CR;4;FP6;0.000186723928671459
3195;AR;CR;5;FP6;0.000233404910839324
3196;BR;CR;7;FP6;0.000326766875175054
3197;CO;CR;4;FP6;0.000186723928671459
3198;CR;CR;1;FP6;4.66809821678648e-05
3199;BO;CR;3;FP6;0.000140042946503594
3200;CD;CR;1;FP6;4.66809821678648e-05
3201;CG;CR;1;FP6;4.66809821678648e-05
3202;AT;EC;3;FP6;0.000140042946503594
3203;BE;EC;15;FP6;0.000700214732517972
3204;DE;EC;24;FP6;0.00112034357202876
3205;CH;EC;4;FP6;0.000186723928671459
3206;CZ;EC;2;FP6;9.33619643357296e-05
3207;DK;EC;8;FP6;0.000373447857342919
3208;CN;EC;4;FP6;0.000186723928671459
3210;CL;EC;7;FP6;0.000326766875175054
3211;AR;EC;3;FP6;0.000140042946503594
3212;BR;EC;10;FP6;0.000466809821678648
3213;CO;EC;4;FP6;0.000186723928671459
3214;CR;EC;7;FP6;0.000326766875175054
3215;EC;EC;2;FP6;9.33619643357296e-05
3216;BO;EC;4;FP6;0.000186723928671459
3217;BD;EC;1;FP6;4.66809821678648e-05
3218;CD;EC;1;FP6;4.66809821678648e-05
3219;EE;GT;2;FP6;9.33619643357296e-05
3220;AT;GT;2;FP6;9.33619643357296e-05
3221;BE;GT;5;FP6;0.000233404910839324
3222;DE;GT;10;FP6;0.000466809821678648
3223;FR;GT;4;FP6;0.000186723928671459
3224;EL;GT;1;FP6;4.66809821678648e-05
3225;ES;GT;4;FP6;0.000186723928671459
3226;FI;GT;2;FP6;9.33619643357296e-05
3227;CH;GT;2;FP6;9.33619643357296e-05
3228;CZ;GT;1;FP6;4.66809821678648e-05
3229;DK;GT;2;FP6;9.33619643357296e-05
3230;CN;GT;1;FP6;4.66809821678648e-05
3232;BG;GT;2;FP6;9.33619643357296e-05
3233;CL;GT;1;FP6;4.66809821678648e-05
3234;AR;GT;1;FP6;4.66809821678648e-05
3235;CO;GT;1;FP6;4.66809821678648e-05
3236;BY;GT;1;FP6;4.66809821678648e-05
3237;CR;GT;2;FP6;9.33619643357296e-05
3238;EC;GT;2;FP6;9.33619643357296e-05
3239;BO;GT;1;FP6;4.66809821678648e-05
3240;CD;GT;1;FP6;4.66809821678648e-05
3241;BE;PY;4;FP6;0.000186723928671459
3242;DE;PY;6;FP6;0.000280085893007189
3243;FR;PY;3;FP6;0.000140042946503594
3244;IT;PY;1;FP6;4.66809821678648e-05
3245;ES;PY;3;FP6;0.000140042946503594
3246;PT;PY;1;FP6;4.66809821678648e-05
3247;NL;PY;8;FP6;0.000373447857342919
3248;CL;PY;3;FP6;0.000140042946503594
3249;AR;PY;5;FP6;0.000233404910839324
3250;BR;PY;7;FP6;0.000326766875175054
3251;IN;PY;1;FP6;4.66809821678648e-05
3252;CO;PY;2;FP6;9.33619643357296e-05
3253;MX;PY;2;FP6;9.33619643357296e-05
3254;PE;PY;3;FP6;0.000140042946503594
3255;CR;PY;3;FP6;0.000140042946503594
3256;EC;PY;2;FP6;9.33619643357296e-05
3257;GT;PY;1;FP6;4.66809821678648e-05
3258;BO;PY;2;FP6;9.33619643357296e-05
3259;NI;PY;1;FP6;4.66809821678648e-05
3260;HN;PY;1;FP6;4.66809821678648e-05
3261;AT;PS;8;FP6;0.000373447857342919
3262;BE;PS;12;FP6;0.000560171786014378
3263;DE;PS;34;FP6;0.0015871533937074
3264;FR;PS;27;FP6;0.00126038651853235
3265;IT;PS;29;FP6;0.00135374848286808
3266;EL;PS;24;FP6;0.00112034357202876
3267;ES;PS;44;FP6;0.00205396321538605
3268;IL;PS;13;FP6;0.000606852768182243
3269;HU;PS;3;FP6;0.000140042946503594
3270;CH;PS;4;FP6;0.000186723928671459
3271;PL;PS;3;FP6;0.000140042946503594
3272;NL;PS;23;FP6;0.00107366258986089
3273;NO;PS;1;FP6;4.66809821678648e-05
3274;CY;PS;10;FP6;0.000466809821678648
3275;CZ;PS;2;FP6;9.33619643357296e-05
3276;DK;PS;7;FP6;0.000326766875175054
3277;EG;PS;22;FP6;0.00102698160769303
3278;CN;PS;4;FP6;0.000186723928671459
3279;AU;PS;2;FP6;9.33619643357296e-05
3280;BG;PS;2;FP6;9.33619643357296e-05
3281;LV;PS;1;FP6;4.66809821678648e-05
3282;MT;PS;10;FP6;0.000466809821678648
3283;AR;PS;2;FP6;9.33619643357296e-05
3284;BR;PS;5;FP6;0.000233404910839324
3285;CO;PS;2;FP6;9.33619643357296e-05
3286;DZ;PS;16;FP6;0.000746895714685837
3287;MA;PS;30;FP6;0.00140042946503594
3288;PE;PS;1;FP6;4.66809821678648e-05
3289;LB;PS;12;FP6;0.000560171786014378
3290;LU;PS;1;FP6;4.66809821678648e-05
3291;JO;PS;16;FP6;0.000746895714685837
3292;PS;PS;6;FP6;0.000280085893007189
3293;LK;PS;1;FP6;4.66809821678648e-05
3294;GH;PS;1;FP6;4.66809821678648e-05
3295;EE;SN;4;FP6;0.000186723928671459
3296;AT;SN;5;FP6;0.000233404910839324
3297;BE;SN;31;FP6;0.00144711044720381
3298;DE;SN;73;FP6;0.00340771169825413
3299;FR;SN;98;FP6;0.00457473625245075
3300;IT;SN;42;FP6;0.00196060125105032
3301;EL;SN;12;FP6;0.000560171786014378
3302;ES;SN;50;FP6;0.00233404910839324
3303;IE;SN;1;FP6;4.66809821678648e-05
3304;FI;SN;13;FP6;0.000606852768182243
3305;HU;SN;9;FP6;0.000420128839510783
3306;CH;SN;13;FP6;0.000606852768182243
3307;PL;SN;3;FP6;0.000140042946503594
3308;PT;SN;11;FP6;0.000513490803846513
3309;SE;SN;12;FP6;0.000560171786014378
3310;NL;SN;23;FP6;0.00107366258986089
3311;NO;SN;5;FP6;0.000233404910839324
3312;CY;SN;1;FP6;4.66809821678648e-05
3313;CZ;SN;4;FP6;0.000186723928671459
3314;RO;SN;7;FP6;0.000326766875175054
3315;DK;SN;15;FP6;0.000700214732517972
3316;CN;SN;11;FP6;0.000513490803846513
3317;LT;SN;3;FP6;0.000140042946503594
3318;AU;SN;1;FP6;4.66809821678648e-05
3319;SI;SN;3;FP6;0.000140042946503594
3321;RU;SN;1;FP6;4.66809821678648e-05
3322;CL;SN;2;FP6;9.33619643357296e-05
3323;SK;SN;3;FP6;0.000140042946503594
3324;LV;SN;2;FP6;9.33619643357296e-05
3325;MT;SN;1;FP6;4.66809821678648e-05
3326;MZ;SN;2;FP6;9.33619643357296e-05
3327;AR;SN;2;FP6;9.33619643357296e-05
3328;BR;SN;10;FP6;0.000466809821678648
3329;IN;SN;6;FP6;0.000280085893007189
3330;BW;SN;1;FP6;4.66809821678648e-05
3331;ET;SN;2;FP6;9.33619643357296e-05
3332;CO;SN;2;FP6;9.33619643357296e-05
3333;ID;SN;2;FP6;9.33619643357296e-05
3334;PH;SN;2;FP6;9.33619643357296e-05
3335;DZ;SN;4;FP6;0.000186723928671459
3336;MA;SN;11;FP6;0.000513490803846513
3337;MX;SN;5;FP6;0.000233404910839324
3338;PE;SN;2;FP6;9.33619643357296e-05
3339;LB;SN;1;FP6;4.66809821678648e-05
3340;SG;SN;1;FP6;4.66809821678648e-05
3341;EC;SN;1;FP6;4.66809821678648e-05
3342;SN;SN;14;FP6;0.000653533750350107
3343;ML;SN;22;FP6;0.00102698160769303
3345;KE;SN;7;FP6;0.000326766875175054
3346;NE;SN;31;FP6;0.00144711044720381
3347;BJ;SN;9;FP6;0.000420128839510783
3348;CI;SN;2;FP6;9.33619643357296e-05
3349;SD;SN;1;FP6;4.66809821678648e-05
3350;BF;SN;27;FP6;0.00126038651853235
3351;GN;SN;10;FP6;0.000466809821678648
3352;GH;SN;16;FP6;0.000746895714685837
3353;NI;SN;1;FP6;4.66809821678648e-05
3354;CM;SN;1;FP6;4.66809821678648e-05
3355;GA;SN;1;FP6;4.66809821678648e-05
3356;MR;SN;3;FP6;0.000140042946503594
3357;DO;SN;1;FP6;4.66809821678648e-05
3358;GW;SN;1;FP6;4.66809821678648e-05
3359;JM;SN;1;FP6;4.66809821678648e-05
3360;GM;SN;2;FP6;9.33619643357296e-05
3361;NG;SN;5;FP6;0.000233404910839324
3362;AF;SN;1;FP6;4.66809821678648e-05
3363;DE;LK;7;FP6;0.000326766875175054
3364;FR;LK;1;FP6;4.66809821678648e-05
3365;IT;LK;3;FP6;0.000140042946503594
3366;EL;LK;1;FP6;4.66809821678648e-05
3367;ES;LK;2;FP6;9.33619643357296e-05
3368;FI;LK;1;FP6;4.66809821678648e-05
3369;IL;LK;2;FP6;9.33619643357296e-05
3370;CH;LK;1;FP6;4.66809821678648e-05
3371;EG;LK;1;FP6;4.66809821678648e-05
3372;JP;LK;1;FP6;4.66809821678648e-05
3373;CN;LK;2;FP6;9.33619643357296e-05
3374;BR;LK;2;FP6;9.33619643357296e-05
3375;CO;LK;2;FP6;9.33619643357296e-05
3376;ID;LK;2;FP6;9.33619643357296e-05
3377;GH;LK;1;FP6;4.66809821678648e-05
3378;AT;ML;4;FP6;0.000186723928671459
3379;BE;ML;7;FP6;0.000326766875175054
3380;DE;ML;37;FP6;0.001727196340211
3381;FR;ML;41;FP6;0.00191392026888246
3382;IT;ML;18;FP6;0.000840257679021567
3383;EL;ML;1;FP6;4.66809821678648e-05
3384;ES;ML;10;FP6;0.000466809821678648
3385;IE;ML;1;FP6;4.66809821678648e-05
3386;FI;ML;4;FP6;0.000186723928671459
3387;CH;ML;7;FP6;0.000326766875175054
3388;CZ;ML;2;FP6;9.33619643357296e-05
3389;DK;ML;10;FP6;0.000466809821678648
3390;CN;ML;3;FP6;0.000140042946503594
3392;BR;ML;4;FP6;0.000186723928671459
3393;IN;ML;5;FP6;0.000233404910839324
3394;BW;ML;1;FP6;4.66809821678648e-05
3395;ET;ML;1;FP6;4.66809821678648e-05
3396;ID;ML;1;FP6;4.66809821678648e-05
3397;ML;ML;4;FP6;0.000186723928671459
3398;KE;ML;7;FP6;0.000326766875175054
3399;BJ;ML;5;FP6;0.000233404910839324
3400;CI;ML;1;FP6;4.66809821678648e-05
3401;BF;ML;19;FP6;0.000886938661189431
3402;GN;ML;5;FP6;0.000233404910839324
3403;GH;ML;10;FP6;0.000466809821678648
3404;CM;ML;2;FP6;9.33619643357296e-05
3405;GA;ML;1;FP6;4.66809821678648e-05
3406;GM;ML;1;FP6;4.66809821678648e-05
3428;BE;GW;1;FP6;4.66809821678648e-05
3429;FR;GW;3;FP6;0.000140042946503594
3430;DK;GW;2;FP6;9.33619643357296e-05
3431;CN;GW;1;FP6;4.66809821678648e-05
3432;GN;GW;1;FP6;4.66809821678648e-05
3433;DO;GW;1;FP6;4.66809821678648e-05
3434;EE;KE;3;FP6;0.000140042946503594
3435;AT;KE;20;FP6;0.000933619643357296
3436;BE;KE;19;FP6;0.000886938661189431
3437;DE;KE;49;FP6;0.00228736812622538
3438;FR;KE;43;FP6;0.00200728223321819
3439;IT;KE;39;FP6;0.00182055830454673
3440;EL;KE;4;FP6;0.000186723928671459
3441;ES;KE;12;FP6;0.000560171786014378
3442;IE;KE;2;FP6;9.33619643357296e-05
3443;FI;KE;1;FP6;4.66809821678648e-05
3444;IL;KE;1;FP6;4.66809821678648e-05
3445;HU;KE;2;FP6;9.33619643357296e-05
3446;CH;KE;13;FP6;0.000606852768182243
3447;CY;KE;2;FP6;9.33619643357296e-05
3448;CZ;KE;5;FP6;0.000233404910839324
3449;DK;KE;16;FP6;0.000746895714685837
3450;CN;KE;7;FP6;0.000326766875175054
3452;BA;KE;1;FP6;4.66809821678648e-05
3453;BG;KE;2;FP6;9.33619643357296e-05
3454;HR;KE;1;FP6;4.66809821678648e-05
3455;CL;KE;2;FP6;9.33619643357296e-05
3456;BR;KE;8;FP6;0.000373447857342919
3457;IN;KE;5;FP6;0.000233404910839324
3458;BW;KE;1;FP6;4.66809821678648e-05
3459;ET;KE;15;FP6;0.000700214732517972
3460;CO;KE;2;FP6;9.33619643357296e-05
3461;ID;KE;1;FP6;4.66809821678648e-05
3462;EC;KE;1;FP6;4.66809821678648e-05
3463;KE;KE;21;FP6;0.000980300625525161
3464;BJ;KE;1;FP6;4.66809821678648e-05
3465;CI;KE;2;FP6;9.33619643357296e-05
3466;CD;KE;1;FP6;4.66809821678648e-05
3467;BF;KE;7;FP6;0.000326766875175054
3468;GN;KE;1;FP6;4.66809821678648e-05
3469;GH;KE;3;FP6;0.000140042946503594
3470;CM;KE;3;FP6;0.000140042946503594
3471;GA;KE;5;FP6;0.000233404910839324
3472;BE;NE;11;FP6;0.000513490803846513
3473;DE;NE;39;FP6;0.00182055830454673
3474;FR;NE;46;FP6;0.00214732517972178
3475;IT;NE;15;FP6;0.000700214732517972
3476;ES;NE;16;FP6;0.000746895714685837
3477;FI;NE;5;FP6;0.000233404910839324
3478;HU;NE;1;FP6;4.66809821678648e-05
3479;CH;NE;1;FP6;4.66809821678648e-05
3480;DK;NE;9;FP6;0.000420128839510783
3481;CN;NE;1;FP6;4.66809821678648e-05
3482;BR;NE;2;FP6;9.33619643357296e-05
3483;IN;NE;1;FP6;4.66809821678648e-05
3484;BW;NE;1;FP6;4.66809821678648e-05
3485;MW;NE;1;FP6;4.66809821678648e-05
3486;ID;NE;2;FP6;9.33619643357296e-05
3487;MA;NE;1;FP6;4.66809821678648e-05
3488;MX;NE;1;FP6;4.66809821678648e-05
3489;ML;NE;20;FP6;0.000933619643357296
3490;KE;NE;4;FP6;0.000186723928671459
3491;NE;NE;11;FP6;0.000513490803846513
3492;BJ;NE;7;FP6;0.000326766875175054
3493;BF;NE;22;FP6;0.00102698160769303
3494;GN;NE;5;FP6;0.000233404910839324
3495;GH;NE;10;FP6;0.000466809821678648
3496;CM;NE;1;FP6;4.66809821678648e-05
3497;AT;BO;4;FP6;0.000186723928671459
3498;BE;BO;10;FP6;0.000466809821678648
3500;BG;BO;3;FP6;0.000140042946503594
3501;AR;BO;7;FP6;0.000326766875175054
3502;BO;BO;1;FP6;4.66809821678648e-05
3503;AT;BJ;1;FP6;4.66809821678648e-05
3504;BE;BJ;5;FP6;0.000233404910839324
3506;BJ;BJ;3;FP6;0.000140042946503594
3507;BF;BJ;6;FP6;0.000280085893007189
3508;AT;CI;2;FP6;9.33619643357296e-05
3509;BE;CI;1;FP6;4.66809821678648e-05
3510;CH;CI;3;FP6;0.000140042946503594
3512;BJ;CI;1;FP6;4.66809821678648e-05
3513;BF;CI;4;FP6;0.000186723928671459
3514;EE;UG;1;FP6;4.66809821678648e-05
3515;AT;UG;10;FP6;0.000466809821678648
3516;BE;UG;25;FP6;0.00116702455419662
3517;DE;UG;15;FP6;0.000700214732517972
3518;FR;UG;22;FP6;0.00102698160769303
3519;IT;UG;9;FP6;0.000420128839510783
3520;EL;UG;2;FP6;9.33619643357296e-05
3521;ES;UG;5;FP6;0.000233404910839324
3522;HU;UG;1;FP6;4.66809821678648e-05
3523;CH;UG;11;FP6;0.000513490803846513
3524;PT;UG;5;FP6;0.000233404910839324
3525;SE;UG;6;FP6;0.000280085893007189
3526;NL;UG;19;FP6;0.000886938661189431
3527;NO;UG;3;FP6;0.000140042946503594
3528;CZ;UG;4;FP6;0.000186723928671459
3529;RO;UG;1;FP6;4.66809821678648e-05
3530;DK;UG;7;FP6;0.000326766875175054
3531;EG;UG;1;FP6;4.66809821678648e-05
3532;CN;UG;3;FP6;0.000140042946503594
3533;TR;UG;1;FP6;4.66809821678648e-05
3534;AU;UG;1;FP6;4.66809821678648e-05
3535;SI;UG;1;FP6;4.66809821678648e-05
3537;BG;UG;2;FP6;9.33619643357296e-05
3538;CL;UG;1;FP6;4.66809821678648e-05
3539;SK;UG;1;FP6;4.66809821678648e-05
3540;MZ;UG;2;FP6;9.33619643357296e-05
3541;TZ;UG;12;FP6;0.000560171786014378
3542;AR;UG;2;FP6;9.33619643357296e-05
3543;BR;UG;3;FP6;0.000140042946503594
3544;IN;UG;3;FP6;0.000140042946503594
3545;ET;UG;12;FP6;0.000560171786014378
3546;MW;UG;2;FP6;9.33619643357296e-05
3547;CO;UG;1;FP6;4.66809821678648e-05
3548;PH;UG;1;FP6;4.66809821678648e-05
3549;UA;UG;1;FP6;4.66809821678648e-05
3550;KG;UG;1;FP6;4.66809821678648e-05
3551;TH;UG;1;FP6;4.66809821678648e-05
3552;SN;UG;6;FP6;0.000280085893007189
3553;ML;UG;4;FP6;0.000186723928671459
3554;KE;UG;20;FP6;0.000933619643357296
3555;NE;UG;3;FP6;0.000140042946503594
3556;BJ;UG;1;FP6;4.66809821678648e-05
3557;CI;UG;2;FP6;9.33619643357296e-05
3558;UG;UG;3;FP6;0.000140042946503594
3559;CD;UG;3;FP6;0.000140042946503594
3560;SD;UG;4;FP6;0.000186723928671459
3561;BF;UG;7;FP6;0.000326766875175054
3562;GN;UG;1;FP6;4.66809821678648e-05
3563;GH;UG;2;FP6;9.33619643357296e-05
3564;CM;UG;6;FP6;0.000280085893007189
3565;AO;UG;1;FP6;4.66809821678648e-05
3566;CG;UG;1;FP6;4.66809821678648e-05
3567;GM;UG;2;FP6;9.33619643357296e-05
3568;NG;UG;1;FP6;4.66809821678648e-05
3569;MG;UG;2;FP6;9.33619643357296e-05
3570;EE;VN;1;FP6;4.66809821678648e-05
3571;AT;VN;10;FP6;0.000466809821678648
3572;BE;VN;10;FP6;0.000466809821678648
3573;DE;VN;20;FP6;0.000933619643357296
3574;FR;VN;16;FP6;0.000746895714685837
3575;IT;VN;16;FP6;0.000746895714685837
3576;UK;VN;31;FP6;0.00144711044720381
3577;EL;VN;3;FP6;0.000140042946503594
3578;ES;VN;9;FP6;0.000420128839510783
3579;FI;VN;7;FP6;0.000326766875175054
3580;IL;VN;7;FP6;0.000326766875175054
3581;HU;VN;2;FP6;9.33619643357296e-05
3582;CH;VN;2;FP6;9.33619643357296e-05
3583;PL;VN;1;FP6;4.66809821678648e-05
3584;PT;VN;2;FP6;9.33619643357296e-05
3585;SE;VN;5;FP6;0.000233404910839324
3586;NL;VN;15;FP6;0.000700214732517972
3587;NO;VN;9;FP6;0.000420128839510783
3588;CZ;VN;1;FP6;4.66809821678648e-05
3589;DK;VN;3;FP6;0.000140042946503594
3590;EG;VN;2;FP6;9.33619643357296e-05
3591;CN;VN;29;FP6;0.00135374848286808
3592;LT;VN;1;FP6;4.66809821678648e-05
3593;TR;VN;2;FP6;9.33619643357296e-05
3594;AU;VN;1;FP6;4.66809821678648e-05
3595;BG;VN;1;FP6;4.66809821678648e-05
3596;US;VN;2;FP6;9.33619643357296e-05
3597;AR;VN;2;FP6;9.33619643357296e-05
3598;BR;VN;8;FP6;0.000373447857342919
3599;IN;VN;11;FP6;0.000513490803846513
3600;MY;VN;4;FP6;0.000186723928671459
3601;VE;VN;1;FP6;4.66809821678648e-05
3602;ID;VN;10;FP6;0.000466809821678648
3603;PH;VN;5;FP6;0.000233404910839324
3604;UA;VN;1;FP6;4.66809821678648e-05
3605;MA;VN;1;FP6;4.66809821678648e-05
3606;MX;VN;3;FP6;0.000140042946503594
3607;NZ;VN;1;FP6;4.66809821678648e-05
3608;KR;VN;1;FP6;4.66809821678648e-05
3609;TH;VN;10;FP6;0.000466809821678648
3610;SN;VN;1;FP6;4.66809821678648e-05
3611;BO;VN;1;FP6;4.66809821678648e-05
3612;VN;VN;2;FP6;9.33619643357296e-05
3613;GN;VN;1;FP6;4.66809821678648e-05
3614;HK;VN;1;FP6;4.66809821678648e-05
3615;PK;VN;1;FP6;4.66809821678648e-05
3616;KH;VN;4;FP6;0.000186723928671459
3617;DO;VN;1;FP6;4.66809821678648e-05
3618;GW;VN;1;FP6;4.66809821678648e-05
3619;JM;VN;1;FP6;4.66809821678648e-05
3620;TT;VN;1;FP6;4.66809821678648e-05
3621;GM;VN;2;FP6;9.33619643357296e-05
3622;LA;VN;1;FP6;4.66809821678648e-05
3623;AT;NP;6;FP6;0.000280085893007189
3624;BE;NP;1;FP6;4.66809821678648e-05
3625;DE;NP;13;FP6;0.000606852768182243
3626;FR;NP;1;FP6;4.66809821678648e-05
3627;IT;NP;2;FP6;9.33619643357296e-05
3628;CH;NP;2;FP6;9.33619643357296e-05
3629;NL;NP;2;FP6;9.33619643357296e-05
3630;NO;NP;5;FP6;0.000233404910839324
3631;CZ;NP;3;FP6;0.000140042946503594
3632;DK;NP;1;FP6;4.66809821678648e-05
3633;CN;NP;6;FP6;0.000280085893007189
3634;IN;NP;17;FP6;0.000793576696853702
3635;MY;NP;1;FP6;4.66809821678648e-05
3636;ID;NP;2;FP6;9.33619643357296e-05
3637;BD;NP;3;FP6;0.000140042946503594
3638;NP;NP;2;FP6;9.33619643357296e-05
3639;BT;NP;3;FP6;0.000140042946503594
3640;BE;CD;5;FP6;0.000233404910839324
3641;BJ;CD;1;FP6;4.66809821678648e-05
3642;AO;CD;1;FP6;4.66809821678648e-05
3643;BE;SD;3;FP6;0.000140042946503594
3644;DE;SD;5;FP6;0.000233404910839324
3645;FR;SD;7;FP6;0.000326766875175054
3646;IT;SD;8;FP6;0.000373447857342919
3647;EL;SD;1;FP6;4.66809821678648e-05
3648;ES;SD;3;FP6;0.000140042946503594
3649;HU;SD;1;FP6;4.66809821678648e-05
3650;CH;SD;5;FP6;0.000233404910839324
3651;PT;SD;2;FP6;9.33619643357296e-05
3652;NL;SD;6;FP6;0.000280085893007189
3653;CZ;SD;2;FP6;9.33619643357296e-05
3654;DK;SD;1;FP6;4.66809821678648e-05
3655;CN;SD;3;FP6;0.000140042946503594
3656;AU;SD;1;FP6;4.66809821678648e-05
3657;MZ;SD;1;FP6;4.66809821678648e-05
3658;AR;SD;1;FP6;4.66809821678648e-05
3659;BR;SD;2;FP6;9.33619643357296e-05
3660;IN;SD;2;FP6;9.33619643357296e-05
3661;ET;SD;1;FP6;4.66809821678648e-05
3662;ML;SD;1;FP6;4.66809821678648e-05
3663;KE;SD;1;FP6;4.66809821678648e-05
3664;CD;SD;2;FP6;9.33619643357296e-05
3665;BF;SD;1;FP6;4.66809821678648e-05
3666;CM;SD;1;FP6;4.66809821678648e-05
3667;AO;SD;1;FP6;4.66809821678648e-05
3668;CG;SD;2;FP6;9.33619643357296e-05
