sectperf	unit	geo	time	values
GOV	MIO_EUR	CH	2014-01-01	156.93
GOV	MIO_EUR	CN_X_HK	2014-01-01	25127.343
GOV	MIO_EUR	CY	2014-01-01	12.351
GOV	MIO_EUR	CZ	2014-01-01	562.773
GOV	MIO_EUR	DE	2014-01-01	12527.344
GOV	MIO_EUR	DK	2014-01-01	177.47
GOV	MIO_EUR	EA19	2014-01-01	28776.032
GOV	MIO_EUR	EE	2014-01-01	31.482
GOV	MIO_EUR	EL	2014-01-01	412.69
GOV	MIO_EUR	ES	2014-01-01	2408.695
GOV	MIO_EUR	EU28	2014-01-01	34326.573
GOV	MIO_EUR	FI	2014-01-01	563.1
GOV	MIO_EUR	FR	2014-01-01	6163.09
GOV	MIO_EUR	HR	2014-01-01	88.566
GOV	MIO_EUR	HU	2014-01-01	196.328
GOV	MIO_EUR	IE	2014-01-01	130.3
GOV	MIO_EUR	IS	2014-01-01	15.872
GOV	MIO_EUR	IT	2014-01-01	2959.783
GOV	MIO_EUR	JP	2014-01-01	10368.185
GOV	MIO_EUR	KR	2014-01-01	5111.392
GOV	MIO_EUR	LT	2014-01-01	64.044
GOV	MIO_EUR	LU	2014-01-01	188.035
GOV	MIO_EUR	LV	2014-01-01	39
GOV	MIO_EUR	ME	2014-01-01	2.674
GOV	MIO_EUR	MT	2014-01-01	6.042
GOV	MIO_EUR	NL	2014-01-01	1572.252
GOV	MIO_EUR	NO	2014-01-01	982.5
GOV	MIO_EUR	PL	2014-01-01	925.531
GOV	MIO_EUR	PT	2014-01-01	139.833
GOV	MIO_EUR	RO	2014-01-01	247.045
GOV	MIO_EUR	RS	2014-01-01	62.726
GOV	MIO_EUR	RU	2014-01-01	5070.31
GOV	MIO_EUR	SE	2014-01-01	509.974
GOV	MIO_EUR	SI	2014-01-01	108.289
GOV	MIO_EUR	SK	2014-01-01	189.768
GOV	MIO_EUR	TR	2014-01-01	586.754
GOV	MIO_EUR	UK	2014-01-01	2756.73
GOV	MIO_NAC	AT	2014-01-01	448.346
GOV	MIO_NAC	BA	2014-01-01	13.5
GOV	MIO_NAC	BE	2014-01-01	811.59
GOV	MIO_NAC	BG	2014-01-01	164.301
GOV	MIO_NAC	CH	2014-01-01	190.607
GOV	MIO_NAC	CN_X_HK	2014-01-01	205684.891
GOV	MIO_NAC	CY	2014-01-01	12.351
GOV	MIO_NAC	CZ	2014-01-01	15496.514
GOV	MIO_NAC	DE	2014-01-01	12527.344
GOV	MIO_NAC	DK	2014-01-01	1323
GOV	MIO_NAC	EE	2014-01-01	31.482
GOV	MIO_NAC	EL	2014-01-01	412.69
GOV	MIO_NAC	ES	2014-01-01	2408.695
GOV	MIO_NAC	FI	2014-01-01	563.1
GOV	MIO_NAC	FR	2014-01-01	6163.09
GOV	MIO_NAC	HR	2014-01-01	676.146
GOV	MIO_NAC	HU	2014-01-01	60608.4
GOV	MIO_NAC	IE	2014-01-01	130.3
GOV	MIO_NAC	IS	2014-01-01	2458
GOV	MIO_NAC	IT	2014-01-01	2959.783
GOV	MIO_NAC	JP	2014-01-01	1454760
GOV	MIO_NAC	KR	2014-01-01	7146441.396
GOV	MIO_NAC	LT	2014-01-01	64.044
GOV	MIO_NAC	LU	2014-01-01	188.035
GOV	MIO_NAC	LV	2014-01-01	39
GOV	MIO_NAC	ME	2014-01-01	2.674
GOV	MIO_NAC	MT	2014-01-01	6.042
GOV	MIO_NAC	NL	2014-01-01	1572.252
GOV	MIO_NAC	NO	2014-01-01	8208.2
GOV	MIO_NAC	PL	2014-01-01	3872.7
GOV	MIO_NAC	PT	2014-01-01	139.833
GOV	MIO_NAC	RO	2014-01-01	1097.795
GOV	MIO_NAC	RS	2014-01-01	7358.135
GOV	MIO_NAC	RU	2014-01-01	258341.4
GOV	MIO_NAC	SE	2014-01-01	4640
GOV	MIO_NAC	SI	2014-01-01	108.289
GOV	MIO_NAC	SK	2014-01-01	189.768
GOV	MIO_NAC	TR	2014-01-01	1705.4
GOV	MIO_NAC	UK	2014-01-01	2222.2
GOV	MIO_PPS	AT	2014-01-01	412.842
GOV	MIO_PPS	BA	2014-01-01	14.645
GOV	MIO_PPS	BE	2014-01-01	735.336
GOV	MIO_PPS	BG	2014-01-01	181.769
GOV	MIO_PPS	CH	2014-01-01	107.663
GOV	MIO_PPS	CN_X_HK	2014-01-01	42907.335
GOV	MIO_PPS	CY	2014-01-01	13.559
GOV	MIO_PPS	CZ	2014-01-01	888.312
GOV	MIO_PPS	DE	2014-01-01	12012.028
GOV	MIO_PPS	DK	2014-01-01	131.548
GOV	MIO_PPS	EA19	2014-01-01	27891.708
GOV	MIO_PPS	EE	2014-01-01	43.411
GOV	MIO_PPS	EL	2014-01-01	504.758
GOV	MIO_PPS	ES	2014-01-01	2690.678
GOV	MIO_PPS	EU28	2014-01-01	34441.726
GOV	MIO_PPS	FI	2014-01-01	453.674
GOV	MIO_PPS	FR	2014-01-01	5600.264
GOV	MIO_PPS	HR	2014-01-01	140.472
GOV	MIO_PPS	HU	2014-01-01	346.528
GOV	MIO_PPS	IE	2014-01-01	116.924
GOV	MIO_PPS	IS	2014-01-01	13.243
GOV	MIO_PPS	IT	2014-01-01	2941.838
GOV	MIO_PPS	JP	2014-01-01	10337.535
GOV	MIO_PPS	KR	2014-01-01	6387.922
GOV	MIO_PPS	LT	2014-01-01	106.157
GOV	MIO_PPS	LU	2014-01-01	156.735
GOV	MIO_PPS	LV	2014-01-01	57.778
GOV	MIO_PPS	ME	2014-01-01	5.387
GOV	MIO_PPS	MT	2014-01-01	7.527
GOV	MIO_PPS	NL	2014-01-01	1436.503
GOV	MIO_PPS	NO	2014-01-01	653.608
GOV	MIO_PPS	PL	2014-01-01	1609.601
GOV	MIO_PPS	PT	2014-01-01	179.458
GOV	MIO_PPS	RO	2014-01-01	496.291
GOV	MIO_PPS	RS	2014-01-01	136.835
GOV	MIO_PPS	RU	2014-01-01	9437.129
GOV	MIO_PPS	SE	2014-01-01	387.028
GOV	MIO_PPS	SI	2014-01-01	135.412
GOV	MIO_PPS	SK	2014-01-01	286.832
GOV	MIO_PPS	TR	2014-01-01	1091.177
GOV	MIO_PPS	UK	2014-01-01	2364.546
GOV	MIO_PPS_KP05	AT	2014-01-01	360.711
GOV	MIO_PPS_KP05	BE	2014-01-01	649.855
GOV	MIO_PPS_KP05	BG	2014-01-01	157.04
GOV	MIO_PPS_KP05	CH	2014-01-01	86.001
GOV	MIO_PPS_KP05	CN_X_HK	2014-01-01	40835.046
GOV	MIO_PPS_KP05	CY	2014-01-01	12.196
GOV	MIO_PPS_KP05	CZ	2014-01-01	797.895
GOV	MIO_PPS_KP05	DE	2014-01-01	10759.758
GOV	MIO_PPS_KP05	DK	2014-01-01	107.705
GOV	MIO_PPS_KP05	EA19	2014-01-01	24724.912
GOV	MIO_PPS_KP05	EE	2014-01-01	34.383
GOV	MIO_PPS_KP05	EL	2014-01-01	438.135
GOV	MIO_PPS_KP05	ES	2014-01-01	2385.455
GOV	MIO_PPS_KP05	EU28	2014-01-01	30739.963
GOV	MIO_PPS_KP05	FI	2014-01-01	400.506
GOV	MIO_PPS_KP05	FR	2014-01-01	4974.657
GOV	MIO_PPS_KP05	HR	2014-01-01	117.016
GOV	MIO_PPS_KP05	HU	2014-01-01	287.843
GOV	MIO_PPS_KP05	IE	2014-01-01	105.491
GOV	MIO_PPS_KP05	IS	2014-01-01	12.781
GOV	MIO_PPS_KP05	IT	2014-01-01	2488.277
GOV	MIO_PPS_KP05	JP	2014-01-01	10151.674
GOV	MIO_PPS_KP05	KR	2014-01-01	6079.893
GOV	MIO_PPS_KP05	LT	2014-01-01	89.344
GOV	MIO_PPS_KP05	LU	2014-01-01	125.261
GOV	MIO_PPS_KP05	LV	2014-01-01	49.815
GOV	MIO_PPS_KP05	MT	2014-01-01	7.092
GOV	MIO_PPS_KP05	NL	2014-01-01	1310.564
GOV	MIO_PPS_KP05	NO	2014-01-01	546.779
GOV	MIO_PPS_KP05	PL	2014-01-01	1406.257
GOV	MIO_PPS_KP05	PT	2014-01-01	151.582
GOV	MIO_PPS_KP05	RO	2014-01-01	351.606
GOV	MIO_PPS_KP05	RS	2014-01-01	119.729
GOV	MIO_PPS_KP05	RU	2014-01-01	8981.83
GOV	MIO_PPS_KP05	SE	2014-01-01	352.24
GOV	MIO_PPS_KP05	SI	2014-01-01	126.229
GOV	MIO_PPS_KP05	SK	2014-01-01	255.604
GOV	MIO_PPS_KP05	TR	2014-01-01	928.499
GOV	MIO_PPS_KP05	UK	2014-01-01	2434.221
GOV	PC_GDP	AT	2014-01-01	0.14
GOV	PC_GDP	BE	2014-01-01	0.2
GOV	PC_GDP	BG	2014-01-01	0.2
GOV	PC_GDP	CH	2014-01-01	0.03
GOV	PC_GDP	CN_X_HK	2014-01-01	0.32
GOV	PC_GDP	CY	2014-01-01	0.07
GOV	PC_GDP	CZ	2014-01-01	0.36
GOV	PC_GDP	DE	2014-01-01	0.43
GOV	PC_GDP	DK	2014-01-01	0.07
GOV	PC_GDP	EA19	2014-01-01	0.28
GOV	PC_GDP	EE	2014-01-01	0.16
GOV	PC_GDP	EL	2014-01-01	0.23
GOV	PC_GDP	ES	2014-01-01	0.23
GOV	PC_GDP	EU28	2014-01-01	0.25
GOV	PC_GDP	FI	2014-01-01	0.27
GOV	PC_GDP	FR	2014-01-01	0.29
GOV	PC_GDP	HR	2014-01-01	0.21
GOV	PC_GDP	HU	2014-01-01	0.19
GOV	PC_GDP	IE	2014-01-01	0.07
GOV	PC_GDP	IS	2014-01-01	0.12
GOV	PC_GDP	IT	2014-01-01	0.18
GOV	PC_GDP	JP	2014-01-01	0.3
GOV	PC_GDP	KR	2014-01-01	0.48
GOV	PC_GDP	LT	2014-01-01	0.18
GOV	PC_GDP	LU	2014-01-01	0.38
GOV	PC_GDP	LV	2014-01-01	0.17
GOV	PC_GDP	ME	2014-01-01	0.08
GOV	PC_GDP	MT	2014-01-01	0.07
GOV	PC_GDP	NL	2014-01-01	0.24
GOV	PC_GDP	NO	2014-01-01	0.26
GOV	PC_GDP	PL	2014-01-01	0.23
GOV	PC_GDP	PT	2014-01-01	0.08
GOV	PC_GDP	RO	2014-01-01	0.16
GOV	PC_GDP	RS	2014-01-01	0.19
GOV	PC_GDP	RU	2014-01-01	0.33
GOV	PC_GDP	SE	2014-01-01	0.12
GOV	PC_GDP	SI	2014-01-01	0.29
GOV	PC_GDP	SK	2014-01-01	0.25
GOV	PC_GDP	TR	2014-01-01	0.1
GOV	PC_GDP	UK	2014-01-01	0.12
GOV	PPS_HAB_KP05	AT	2014-01-01	42.4
GOV	PPS_HAB_KP05	BE	2014-01-01	58
GOV	PPS_HAB_KP05	BG	2014-01-01	21.7
GOV	PPS_HAB_KP05	CH	2014-01-01	10.6
GOV	PPS_HAB_KP05	CY	2014-01-01	14.2
GOV	PPS_HAB_KP05	CZ	2014-01-01	75.9
GOV	PPS_HAB_KP05	DE	2014-01-01	133.2
GOV	PPS_HAB_KP05	DK	2014-01-01	19.1
GOV	PPS_HAB_KP05	EA19	2014-01-01	73.3
GOV	PPS_HAB_KP05	EE	2014-01-01	26.1
GOV	PPS_HAB_KP05	EL	2014-01-01	40.1
GOV	PPS_HAB_KP05	ES	2014-01-01	51.3
GOV	PPS_HAB_KP05	EU28	2014-01-01	60.6
GOV	PPS_HAB_KP05	FI	2014-01-01	73.5
GOV	PPS_HAB_KP05	FR	2014-01-01	75.5
GOV	PPS_HAB_KP05	HR	2014-01-01	27.6
GOV	PPS_HAB_KP05	HU	2014-01-01	29.1
GOV	PPS_HAB_KP05	IE	2014-01-01	22.9
GOV	PPS_HAB_KP05	IS	2014-01-01	39.2
GOV	PPS_HAB_KP05	IT	2014-01-01	40.9
GOV	PPS_HAB_KP05	JP	2014-01-01	79.9
GOV	PPS_HAB_KP05	KR	2014-01-01	120.6
GOV	PPS_HAB_KP05	LT	2014-01-01	30.4
GOV	PPS_HAB_KP05	LU	2014-01-01	227.9
GOV	PPS_HAB_KP05	LV	2014-01-01	24.9
GOV	PPS_HAB_KP05	MT	2014-01-01	16.7
GOV	PPS_HAB_KP05	NL	2014-01-01	77.9
GOV	PPS_HAB_KP05	NO	2014-01-01	107
GOV	PPS_HAB_KP05	PL	2014-01-01	37
GOV	PPS_HAB_KP05	PT	2014-01-01	14.5
GOV	PPS_HAB_KP05	RO	2014-01-01	17.6
GOV	PPS_HAB_KP05	RS	2014-01-01	16.8
GOV	PPS_HAB_KP05	RU	2014-01-01	62.5
GOV	PPS_HAB_KP05	SE	2014-01-01	36.5
GOV	PPS_HAB_KP05	SI	2014-01-01	61.2
GOV	PPS_HAB_KP05	SK	2014-01-01	47.2
GOV	PPS_HAB_KP05	TR	2014-01-01	12.1
GOV	PPS_HAB_KP05	UK	2014-01-01	37.8
HES	EUR_HAB	AT	2014-01-01	288.7
HES	EUR_HAB	BE	2014-01-01	178.2
HES	EUR_HAB	BG	2014-01-01	4.1
HES	EUR_HAB	CH	2014-01-01	572.4
HES	EUR_HAB	CY	2014-01-01	50.9
HES	EUR_HAB	CZ	2014-01-01	74.7
HES	EUR_HAB	DE	2014-01-01	184.9
HES	EUR_HAB	DK	2014-01-01	496.7
HES	EUR_HAB	EA19	2014-01-01	142.5
HES	EUR_HAB	EE	2014-01-01	96.5
HES	EUR_HAB	EL	2014-01-01	50.6
HES	EUR_HAB	ES	2014-01-01	77.5
HES	EUR_HAB	EU28	2014-01-01	132
HES	EUR_HAB	FI	2014-01-01	273.2
HES	EUR_HAB	FR	2014-01-01	150
HES	EUR_HAB	HR	2014-01-01	20.6
HES	EUR_HAB	HU	2014-01-01	19.5
HES	EUR_HAB	IE	2014-01-01	148.6
HES	EUR_HAB	IS	2014-01-01	263.1
HES	EUR_HAB	IT	2014-01-01	104.1
HES	EUR_HAB	JP	2014-01-01	123.2
HES	EUR_HAB	KR	2014-01-01	81.8
HES	EUR_HAB	LT	2014-01-01	66.7
HES	EUR_HAB	LU	2014-01-01	188.1
HES	EUR_HAB	LV	2014-01-01	33
HES	EUR_HAB	ME	2014-01-01	7.6
HES	EUR_HAB	MT	2014-01-01	49.5
HES	EUR_HAB	NL	2014-01-01	253.3
HES	EUR_HAB	NO	2014-01-01	391.8
HES	EUR_HAB	PL	2014-01-01	29.6
HES	EUR_HAB	PT	2014-01-01	97.6
HES	EUR_HAB	RO	2014-01-01	4.4
HES	EUR_HAB	RS	2014-01-01	16.5
HES	EUR_HAB	RU	2014-01-01	11.3
HES	EUR_HAB	SE	2014-01-01	408.9
HES	EUR_HAB	SI	2014-01-01	45.2
HES	EUR_HAB	SK	2014-01-01	42.6
HES	EUR_HAB	TR	2014-01-01	32
HES	EUR_HAB	UK	2014-01-01	152.1
HES	MIO_EUR	AT	2014-01-01	2456.286
HES	MIO_EUR	BA	2014-01-01	22.41
HES	MIO_EUR	BE	2014-01-01	1996.13
HES	MIO_EUR	BG	2014-01-01	29.933
HES	MIO_EUR	CH	2014-01-01	4659.294
HES	MIO_EUR	CN_X_HK	2014-01-01	10972.123
HES	MIO_EUR	CY	2014-01-01	43.634
HES	MIO_EUR	CZ	2014-01-01	785.435
HES	MIO_EUR	DE	2014-01-01	14930.296
HES	MIO_EUR	DK	2014-01-01	2794.978
HES	MIO_EUR	EA19	2014-01-01	48086.613
HES	MIO_EUR	EE	2014-01-01	127.001
HES	MIO_EUR	EL	2014-01-01	553.2
HES	MIO_EUR	ES	2014-01-01	3606.171
HES	MIO_EUR	EU28	2014-01-01	66924.966
HES	MIO_EUR	FI	2014-01-01	1489.5
HES	MIO_EUR	FR	2014-01-01	9883.805
HES	MIO_EUR	HR	2014-01-01	87.304
HES	MIO_EUR	HU	2014-01-01	192.858
HES	MIO_EUR	IE	2014-01-01	684.3
HES	MIO_EUR	IS	2014-01-01	85.679
HES	MIO_EUR	IT	2014-01-01	6325.7
HES	MIO_EUR	JP	2014-01-01	15663.623
HES	MIO_EUR	KR	2014-01-01	4124.738
HES	MIO_EUR	LT	2014-01-01	196.447
HES	MIO_EUR	LU	2014-01-01	103.385
HES	MIO_EUR	LV	2014-01-01	66
HES	MIO_EUR	ME	2014-01-01	4.694
HES	MIO_EUR	MT	2014-01-01	21.037
HES	MIO_EUR	NL	2014-01-01	4262.182
HES	MIO_EUR	NO	2014-01-01	2001.341
HES	MIO_EUR	PL	2014-01-01	1126.784
HES	MIO_EUR	PT	2014-01-01	1018.025
HES	MIO_EUR	RO	2014-01-01	87.531
HES	MIO_EUR	RS	2014-01-01	117.609
HES	MIO_EUR	RU	2014-01-01	1626.845
HES	MIO_EUR	SE	2014-01-01	3943.397
HES	MIO_EUR	SI	2014-01-01	93.061
HES	MIO_EUR	SK	2014-01-01	230.458
HES	MIO_EUR	TR	2014-01-01	2454.051
HES	MIO_EUR	UK	2014-01-01	9786.007
HES	MIO_NAC	AT	2014-01-01	2456.286
HES	MIO_NAC	BA	2014-01-01	43.83
HES	MIO_NAC	BE	2014-01-01	1996.13
HES	MIO_NAC	BG	2014-01-01	58.543
HES	MIO_NAC	CH	2014-01-01	5659.178
HES	MIO_NAC	CN_X_HK	2014-01-01	89814.508
HES	MIO_NAC	CY	2014-01-01	43.634
HES	MIO_NAC	CZ	2014-01-01	21627.737
HES	MIO_NAC	DE	2014-01-01	14930.296
HES	MIO_NAC	DK	2014-01-01	20836
HES	MIO_NAC	EE	2014-01-01	127.001
HES	MIO_NAC	EL	2014-01-01	553.2
HES	MIO_NAC	ES	2014-01-01	3606.171
HES	MIO_NAC	FI	2014-01-01	1489.5
HES	MIO_NAC	FR	2014-01-01	9883.805
HES	MIO_NAC	HR	2014-01-01	666.514
HES	MIO_NAC	HU	2014-01-01	59537.2
HES	MIO_NAC	IE	2014-01-01	684.3
HES	MIO_NAC	IS	2014-01-01	13268.3
HES	MIO_NAC	IT	2014-01-01	6325.7
HES	MIO_NAC	JP	2014-01-01	2197763
HES	MIO_NAC	KR	2014-01-01	5766960.87
HES	MIO_NAC	LT	2014-01-01	196.447
HES	MIO_NAC	LU	2014-01-01	103.385
HES	MIO_NAC	LV	2014-01-01	66
HES	MIO_NAC	ME	2014-01-01	4.694
HES	MIO_NAC	MT	2014-01-01	21.037
HES	MIO_NAC	NL	2014-01-01	4262.182
HES	MIO_NAC	NO	2014-01-01	16720
HES	MIO_NAC	PL	2014-01-01	4714.8
HES	MIO_NAC	PT	2014-01-01	1018.025
HES	MIO_NAC	RO	2014-01-01	388.96
HES	MIO_NAC	RS	2014-01-01	13796.235
HES	MIO_NAC	RU	2014-01-01	82890.7
HES	MIO_NAC	SE	2014-01-01	35879
HES	MIO_NAC	SI	2014-01-01	93.061
HES	MIO_NAC	SK	2014-01-01	230.458
HES	MIO_NAC	TR	2014-01-01	7132.698
HES	MIO_NAC	UK	2014-01-01	7888.5
HES	MIO_PPS	AT	2014-01-01	2261.774
HES	MIO_PPS	BA	2014-01-01	47.548
HES	MIO_PPS	BE	2014-01-01	1808.58
HES	MIO_PPS	BG	2014-01-01	64.767
HES	MIO_PPS	CH	2014-01-01	3196.553
HES	MIO_PPS	CN_X_HK	2014-01-01	18735.947
HES	MIO_PPS	CY	2014-01-01	47.902
HES	MIO_PPS	CZ	2014-01-01	1239.774
HES	MIO_PPS	DE	2014-01-01	14316.134
HES	MIO_PPS	DK	2014-01-01	2071.75
HES	MIO_PPS	EA19	2014-01-01	46598.274
HES	MIO_PPS	EE	2014-01-01	175.126
HES	MIO_PPS	EL	2014-01-01	676.614
HES	MIO_PPS	ES	2014-01-01	4028.341
HES	MIO_PPS	EU28	2014-01-01	63982.689
HES	MIO_PPS	FI	2014-01-01	1200.048
HES	MIO_PPS	FR	2014-01-01	8981.195
HES	MIO_PPS	HR	2014-01-01	138.471
HES	MIO_PPS	HU	2014-01-01	340.403
HES	MIO_PPS	IE	2014-01-01	614.052
HES	MIO_PPS	IS	2014-01-01	71.484
HES	MIO_PPS	IT	2014-01-01	6287.347
HES	MIO_PPS	JP	2014-01-01	15617.32
HES	MIO_PPS	KR	2014-01-01	5154.859
HES	MIO_PPS	LT	2014-01-01	325.62
HES	MIO_PPS	LU	2014-01-01	86.176
HES	MIO_PPS	LV	2014-01-01	97.778
HES	MIO_PPS	ME	2014-01-01	9.456
HES	MIO_PPS	MT	2014-01-01	26.205
HES	MIO_PPS	NL	2014-01-01	3894.182
HES	MIO_PPS	NO	2014-01-01	1331.39
HES	MIO_PPS	PL	2014-01-01	1959.601
HES	MIO_PPS	PT	2014-01-01	1306.5
HES	MIO_PPS	RO	2014-01-01	175.841
HES	MIO_PPS	RS	2014-01-01	256.561
HES	MIO_PPS	RU	2014-01-01	3027.971
HES	MIO_PPS	SE	2014-01-01	2992.71
HES	MIO_PPS	SI	2014-01-01	116.369
HES	MIO_PPS	SK	2014-01-01	348.335
HES	MIO_PPS	TR	2014-01-01	4563.758
HES	MIO_PPS	UK	2014-01-01	8393.807
HES	MIO_PPS_KP05	AT	2014-01-01	1976.173
HES	MIO_PPS_KP05	BE	2014-01-01	1598.337
HES	MIO_PPS_KP05	BG	2014-01-01	55.956
HES	MIO_PPS_KP05	CH	2014-01-01	2553.381
HES	MIO_PPS_KP05	CN_X_HK	2014-01-01	17831.06
HES	MIO_PPS_KP05	CY	2014-01-01	43.086
HES	MIO_PPS_KP05	CZ	2014-01-01	1113.584
HES	MIO_PPS_KP05	DE	2014-01-01	12823.657
HES	MIO_PPS_KP05	DK	2014-01-01	1696.246
HES	MIO_PPS_KP05	EA19	2014-01-01	41175.089
HES	MIO_PPS_KP05	EE	2014-01-01	138.705
HES	MIO_PPS_KP05	EL	2014-01-01	587.308
HES	MIO_PPS_KP05	ES	2014-01-01	3571.377
HES	MIO_PPS_KP05	EU28	2014-01-01	57646.507
HES	MIO_PPS_KP05	FI	2014-01-01	1059.409
HES	MIO_PPS_KP05	FR	2014-01-01	7977.904
HES	MIO_PPS_KP05	HR	2014-01-01	115.349
HES	MIO_PPS_KP05	HU	2014-01-01	282.755
HES	MIO_PPS_KP05	IE	2014-01-01	554.01
HES	MIO_PPS_KP05	IS	2014-01-01	68.991
HES	MIO_PPS_KP05	IT	2014-01-01	5317.989
HES	MIO_PPS_KP05	JP	2014-01-01	15336.532
HES	MIO_PPS_KP05	KR	2014-01-01	4906.288
HES	MIO_PPS_KP05	LT	2014-01-01	274.048
HES	MIO_PPS_KP05	LU	2014-01-01	68.871
HES	MIO_PPS_KP05	LV	2014-01-01	84.303
HES	MIO_PPS_KP05	MT	2014-01-01	24.691
HES	MIO_PPS_KP05	NL	2014-01-01	3552.779
HES	MIO_PPS_KP05	NO	2014-01-01	1113.781
HES	MIO_PPS_KP05	PL	2014-01-01	1712.041
HES	MIO_PPS_KP05	PT	2014-01-01	1103.556
HES	MIO_PPS_KP05	RO	2014-01-01	124.578
HES	MIO_PPS_KP05	RS	2014-01-01	224.487
HES	MIO_PPS_KP05	RU	2014-01-01	2881.885
HES	MIO_PPS_KP05	SE	2014-01-01	2723.709
HES	MIO_PPS_KP05	SI	2014-01-01	108.478
HES	MIO_PPS_KP05	SK	2014-01-01	310.411
HES	MIO_PPS_KP05	TR	2014-01-01	3883.374
HES	MIO_PPS_KP05	UK	2014-01-01	8641.145
HES	PC_GDP	AT	2014-01-01	0.74
HES	PC_GDP	BE	2014-01-01	0.5
HES	PC_GDP	BG	2014-01-01	0.07
HES	PC_GDP	CH	2014-01-01	0.88
HES	PC_GDP	CN_X_HK	2014-01-01	0.14
HES	PC_GDP	CY	2014-01-01	0.25
HES	PC_GDP	CZ	2014-01-01	0.5
HES	PC_GDP	DE	2014-01-01	0.51
HES	PC_GDP	DK	2014-01-01	1.07
HES	PC_GDP	EA19	2014-01-01	0.47
HES	PC_GDP	EE	2014-01-01	0.64
HES	PC_GDP	EL	2014-01-01	0.31
HES	PC_GDP	ES	2014-01-01	0.35
HES	PC_GDP	EU28	2014-01-01	0.48
HES	PC_GDP	FI	2014-01-01	0.73
HES	PC_GDP	FR	2014-01-01	0.46
HES	PC_GDP	HR	2014-01-01	0.2
HES	PC_GDP	HU	2014-01-01	0.18
HES	PC_GDP	IE	2014-01-01	0.35
HES	PC_GDP	IS	2014-01-01	0.66
HES	PC_GDP	IT	2014-01-01	0.39
HES	PC_GDP	JP	2014-01-01	0.45
HES	PC_GDP	KR	2014-01-01	0.39
HES	PC_GDP	LT	2014-01-01	0.54
HES	PC_GDP	LU	2014-01-01	0.21
HES	PC_GDP	LV	2014-01-01	0.28
HES	PC_GDP	ME	2014-01-01	0.14
HES	PC_GDP	MT	2014-01-01	0.26
HES	PC_GDP	NL	2014-01-01	0.64
HES	PC_GDP	NO	2014-01-01	0.53
HES	PC_GDP	PL	2014-01-01	0.27
HES	PC_GDP	PT	2014-01-01	0.59
HES	PC_GDP	RO	2014-01-01	0.06
HES	PC_GDP	RS	2014-01-01	0.35
HES	PC_GDP	RU	2014-01-01	0.11
HES	PC_GDP	SE	2014-01-01	0.91
HES	PC_GDP	SI	2014-01-01	0.25
HES	PC_GDP	SK	2014-01-01	0.3
HES	PC_GDP	TR	2014-01-01	0.41
HES	PC_GDP	UK	2014-01-01	0.43
HES	PPS_HAB_KP05	AT	2014-01-01	232.3
HES	PPS_HAB_KP05	BE	2014-01-01	142.7
HES	PPS_HAB_KP05	BG	2014-01-01	7.7
HES	PPS_HAB_KP05	CH	2014-01-01	313.7
HES	PPS_HAB_KP05	CY	2014-01-01	50.2
HES	PPS_HAB_KP05	CZ	2014-01-01	105.9
HES	PPS_HAB_KP05	DE	2014-01-01	158.8
HES	PPS_HAB_KP05	DK	2014-01-01	301.4
HES	PPS_HAB_KP05	EA19	2014-01-01	122
HES	PPS_HAB_KP05	EE	2014-01-01	105.4
HES	PPS_HAB_KP05	EL	2014-01-01	53.7
HES	PPS_HAB_KP05	ES	2014-01-01	76.8
HES	PPS_HAB_KP05	EU28	2014-01-01	113.7
HES	PPS_HAB_KP05	FI	2014-01-01	194.3
HES	PPS_HAB_KP05	FR	2014-01-01	121.1
HES	PPS_HAB_KP05	HR	2014-01-01	27.2
HES	PPS_HAB_KP05	HU	2014-01-01	28.6
HES	PPS_HAB_KP05	IE	2014-01-01	120.3
HES	PPS_HAB_KP05	IS	2014-01-01	211.8
HES	PPS_HAB_KP05	IT	2014-01-01	87.5
HES	PPS_HAB_KP05	JP	2014-01-01	120.6
HES	PPS_HAB_KP05	KR	2014-01-01	97.3
HES	PPS_HAB_KP05	LT	2014-01-01	93.1
HES	PPS_HAB_KP05	LU	2014-01-01	125.3
HES	PPS_HAB_KP05	LV	2014-01-01	42.1
HES	PPS_HAB_KP05	MT	2014-01-01	58
HES	PPS_HAB_KP05	NL	2014-01-01	211.1
HES	PPS_HAB_KP05	NO	2014-01-01	218
HES	PPS_HAB_KP05	PL	2014-01-01	45
HES	PPS_HAB_KP05	PT	2014-01-01	105.8
HES	PPS_HAB_KP05	RO	2014-01-01	6.2
HES	PPS_HAB_KP05	RS	2014-01-01	31.4
HES	PPS_HAB_KP05	RU	2014-01-01	20.1
HES	PPS_HAB_KP05	SE	2014-01-01	282.4
HES	PPS_HAB_KP05	SI	2014-01-01	52.6
HES	PPS_HAB_KP05	SK	2014-01-01	57.3
HES	PPS_HAB_KP05	TR	2014-01-01	50.7
HES	PPS_HAB_KP05	UK	2014-01-01	134.3
PNP	EUR_HAB	AT	2014-01-01	5
PNP	EUR_HAB	BE	2014-01-01	3.1
PNP	EUR_HAB	BG	2014-01-01	0.4
PNP	EUR_HAB	CY	2014-01-01	15.8
PNP	EUR_HAB	CZ	2014-01-01	1.2
PNP	EUR_HAB	DE	2014-01-01	NA
PNP	EUR_HAB	DK	2014-01-01	5.6
PNP	EUR_HAB	EA19	2014-01-01	4.8
PNP	EUR_HAB	EE	2014-01-01	2.6
